account_id,customer_id,account_type,account_status,account_balance,opened_date
A0005819,C005373,Current,Active,156212.35,2024-05-24
A0005820,C005374,Salary,Active,39570.78,2024-11-30
A0005821,C005375,Current,Dormant,62323.31,2022-09-02
A0005822,C005376,Savings,Active,33620.46,2022-01-11
A0005823,C005376,Current,Active,36835.42,2021-05-13
A0005824,C005377,Premium,Active,308209.31,2016-02-17
A0005825,C005378,Premium,Active,26285.08,2019-06-05
A0005826,C005379,Current,Closed,9947.41,2020-06-15
A0005827,C005380,Current,Closed,55905.0,2022-05-11
A0005828,C005381,Savings,Active,2808.56,2024-11-30
A0005829,C005382,Current,Active,29155.71,2023-08-28
A0005830,C005383,Savings,Active,35961.32,2019-05-13
A0005831,C005384,Savings,Active,102332.19,2020-01-31
A0005832,C005385,Savings,Active,13848.91,2016-09-13
A0005833,C005387,Savings,Active,73234.03,2024-07-29
A0005834,C005388,Savings,Active,15842.9,2019-09-12
A0005835,C005389,Salary,Active,73373.83,2024-04-27
A0005836,C005389,Savings,Active,78509.75,2022-05-17
A0005837,C005392,Current,Active,32440.49,2017-11-09
A0005838,C005393,Savings,Active,32804.35,2017-12-10
A0005839,C005394,Savings,Active,63828.61,2015-12-19
A0005840,C005395,Salary,Active,67184.15,2018-06-19
A0005841,C005395,Savings,Active,75638.7,2019-09-17
A0005842,C005396,Current,Active,76824.17,2022-09-08
A0005843,C005396,Salary,Active,176032.0,2024-11-30
A0005844,C005397,Current,Active,177560.17,2020-06-22
A0005845,C005398,Salary,Closed,27879.64,2019-08-15
A0005846,C005398,Salary,Active,36918.99,2015-11-16
A0005847,C005399,Savings,Active,441909.54,2018-12-04
A0005848,C005399,Salary,Active,517227.62,2018-03-24
A0005849,C005400,Premium,Active,23908.8,2017-08-29
A0005850,C005401,Salary,Active,11668.82,2024-11-30
A0005851,C005402,Savings,Active,12398.97,2022-04-10
A0005852,C005403,Savings,Dormant,14854.62,2019-05-05
A0005853,C005403,Savings,Active,16813.46,2019-10-23
A0005854,C005405,Savings,Active,35721.13,2023-07-05
A0005855,C005406,Current,Active,73449.47,2024-11-30
A0005856,C005406,Savings,Active,197020.29,2024-11-30
A0005857,C005407,Savings,Active,12653.68,2022-09-12
A0005858,C005407,Current,Active,23598.39,2022-02-14
A0005859,C005408,Savings,Active,50980.37,2023-10-07
A0005860,C005409,Savings,Active,108777.66,2024-11-30
A0005861,C005410,Premium,Dormant,38360.24,2021-08-11
A0005862,C005410,Savings,Active,11564.57,2020-02-01
A0005863,C005411,Salary,Active,553142.43,2017-04-29
A0005864,C005411,Salary,Active,95352.04,2018-10-23
A0005865,C005412,Salary,Active,31127.21,2022-01-23
A0005866,C005412,Current,Active,12981.92,2020-01-25
A0005867,C005414,Savings,Active,77326.54,2022-06-16
A0005868,C005415,Current,Active,15373.24,2019-06-18
A0005869,C005416,Current,Active,24010.33,2021-03-12
A0005870,C005416,Savings,Closed,19885.8,2020-12-20
A0005871,C005417,Current,Dormant,44827.78,2016-06-08
A0005872,C005418,Salary,Active,50773.16,2020-06-29
A0005873,C005418,Savings,Active,33186.23,2023-05-15
A0005874,C005419,Current,Active,46472.61,2019-10-05
A0005875,C005420,Savings,Active,40001.55,2017-04-23
A0005876,C005421,Savings,Active,48799.03,2020-09-09
A0005877,C005422,Salary,Active,41874.22,2022-08-24
A0005878,C005424,Savings,Active,9348.47,2018-07-07
A0005879,C005425,Current,Active,24083.72,2023-10-21
A0005880,C005425,Savings,Dormant,13916.19,2024-11-30
A0005881,C005426,Savings,Active,121528.97,2024-11-16
A0005882,C005427,Current,Active,79097.09,2023-04-15
A0005883,C005428,Savings,Dormant,63028.1,2023-02-24
A0005884,C005429,Current,Active,44093.9,2024-04-23
A0005885,C005430,Savings,Active,29537.7,2019-02-09
A0005886,C005430,Current,Active,80603.06,2020-02-29
A0005887,C005431,Salary,Active,44176.31,2020-12-21
A0005888,C005431,Premium,Closed,363623.85,2022-04-20
A0005889,C005432,Current,Active,101663.43,2018-02-14
A0005890,C005433,Savings,Active,71308.74,2019-05-24
A0005891,C005433,Salary,Active,73591.66,2018-07-16
A0005892,C005434,Savings,Active,37597.02,2020-04-21
A0005893,C005435,Savings,Active,88155.25,2023-09-17
A0005894,C005438,Savings,Active,82262.32,2017-01-18
A0005895,C005439,Savings,Active,149084.06,2024-11-30
A0005896,C005441,Savings,Active,17225.57,2021-05-03
A0005897,C005441,Savings,Active,34406.64,2023-09-09
A0005898,C005442,Savings,Active,60712.76,2023-05-08
A0005899,C005443,Savings,Closed,744769.6,2021-02-10
A0005900,C005443,Salary,Active,149515.87,2018-04-15
A0005901,C005444,Current,Active,42583.18,2019-07-03
A0005902,C005445,Savings,Active,183562.15,2020-09-28
A0005903,C005446,Savings,Active,22763.85,2020-10-10
A0005904,C005447,Current,Active,9058.46,2024-11-30
A0005905,C005448,Salary,Dormant,17618.56,2024-02-16
A0005906,C005448,Current,Active,54790.29,2024-11-30
A0005907,C005449,Savings,Active,226333.97,2023-12-17
A0005908,C005450,Savings,Active,20414.94,2018-12-08
A0005909,C005451,Current,Active,26872.34,2022-11-03
A0005910,C005452,Savings,Active,89199.53,2022-11-18
A0005911,C005452,Savings,Dormant,101768.37,2021-10-12
A0005912,C005454,Savings,Active,20992.47,2021-01-16
A0005913,C005455,Savings,Active,13475.02,2020-12-08
A0005914,C005456,Current,Active,75364.42,2019-10-12
A0005915,C005457,Salary,Active,38882.82,2017-11-21
A0005916,C005457,Salary,Active,28992.8,2017-06-13
A0005917,C005458,Savings,Dormant,17640.46,2020-04-04
A0005918,C005458,Current,Dormant,66110.66,2020-12-08
A0005919,C005459,Savings,Active,16563.44,2022-01-17
A0005920,C005459,Savings,Closed,36590.46,2022-03-03
A0005921,C005461,Salary,Active,31395.93,2023-08-26
A0005922,C005462,Salary,Active,74107.23,2024-06-17
A0005923,C005463,Savings,Active,17318.54,2024-11-30
A0005924,C005465,Current,Closed,139416.96,2022-12-28
A0005925,C005466,Savings,Active,36393.72,2018-05-13
A0005926,C005467,Current,Active,4117.45,2024-11-30
A0005927,C005468,Savings,Dormant,17298.43,2021-06-23
A0005928,C005469,Savings,Active,19340.27,2022-11-04
A0005929,C005470,Savings,Active,31384.07,2016-07-25
A0005930,C005471,Salary,Active,36237.19,2021-02-28
A0005931,C005472,Savings,Active,18816.69,2020-07-20
A0005932,C005473,Salary,Active,50424.03,2018-05-10
A0005933,C005474,Savings,Active,104236.57,2024-11-30
A0005934,C005475,Current,Active,10455.36,2021-02-11
A0005935,C005476,Salary,Active,134367.01,2017-11-03
A0005936,C005476,Current,Closed,37577.78,2016-08-19
A0005937,C005477,Savings,Active,18507.08,2017-04-28
A0005938,C005478,Current,Active,11713.99,2023-04-01
A0005939,C005479,Savings,Active,17545.75,2020-01-27
A0005940,C005479,Salary,Active,28049.93,2020-02-05
A0005941,C005480,Salary,Active,15066.04,2020-05-01
A0005942,C005481,Salary,Dormant,23298.42,2023-09-26
A0005943,C005481,Savings,Dormant,22347.35,2022-09-02
A0005944,C005482,Salary,Dormant,31140.31,2024-11-30
A0005945,C005483,Savings,Active,37830.78,2020-12-01
A0005946,C005484,Current,Dormant,14786.98,2024-11-30
A0005947,C005485,Savings,Dormant,24377.73,2024-11-30
A0005948,C005486,Savings,Closed,41789.46,2024-11-30
A0005949,C005487,Current,Active,23049.24,2019-07-07
A0005950,C005487,Savings,Active,29995.72,2019-10-17
A0005951,C005488,Savings,Active,73824.7,2024-11-30
A0005952,C005489,Savings,Active,17607.09,2022-06-29
A0005953,C005490,Salary,Active,103520.37,2019-05-03
A0005954,C005491,Current,Active,150786.31,2023-01-14
A0005955,C005492,Savings,Active,27793.02,2024-11-30
A0005956,C005492,Current,Active,16419.63,2024-11-30
A0005957,C005493,Salary,Active,16623.71,2018-03-21
A0005958,C005493,Savings,Active,11157.8,2021-12-20
A0005959,C005494,Salary,Active,213345.36,2020-10-08
A0005960,C005494,Current,Active,29356.17,2020-05-14
A0005961,C005495,Savings,Active,60618.47,2018-01-31
A0005962,C005495,Current,Closed,55394.04,2017-09-15
A0005963,C005496,Savings,Closed,19190.3,2020-05-21
A0005964,C005496,Current,Active,35786.48,2020-03-11
A0005965,C005499,Premium,Active,71317.97,2023-06-23
A0005966,C005499,Salary,Active,35019.45,2024-04-04
A0005967,C005501,Premium,Active,3991.31,2017-03-19
A0005968,C005502,Current,Active,7697.4,2019-03-13
A0005969,C005503,Savings,Active,45833.69,2024-11-30
A0005970,C005503,Salary,Active,26660.38,2024-11-30
A0005971,C005504,Salary,Active,27407.25,2024-11-30
A0005972,C005504,Savings,Active,6173.76,2023-05-03
A0005973,C005505,Current,Active,19542.29,2018-11-10
A0005974,C005506,Current,Active,59395.08,2019-05-27
A0005975,C005507,Current,Active,51672.29,2022-01-01
A0005976,C005507,Savings,Active,106730.77,2024-11-30
A0005977,C005509,Savings,Active,50288.99,2024-01-10
A0005978,C005510,Savings,Active,28660.35,2023-09-01
A0005979,C005510,Savings,Active,10588.34,2022-06-25
A0005980,C005511,Premium,Active,40608.6,2021-05-05
A0005981,C005512,Savings,Active,43412.15,2017-03-31
A0005982,C005513,Premium,Active,542531.06,2022-06-28
A0005983,C005514,Savings,Active,11189.36,2024-11-30
A0005984,C005515,Savings,Closed,26845.16,2024-06-23
A0005985,C005516,Savings,Active,7621.93,2018-04-26
A0005986,C005517,Salary,Active,15315.41,2019-02-07
A0005987,C005518,Savings,Active,8801.42,2023-12-03
A0005988,C005518,Salary,Active,22726.69,2024-11-30
A0005989,C005519,Savings,Active,112022.84,2017-04-17
A0005990,C005521,Savings,Active,25300.63,2023-09-30
A0005991,C005522,Savings,Active,155333.11,2019-06-24
A0005992,C005523,Savings,Active,30497.58,2022-01-16
A0005993,C005523,Current,Active,26898.29,2022-04-19
A0005994,C005524,Current,Active,14174.49,2017-03-03
A0005995,C005526,Savings,Closed,53405.17,2020-07-14
A0005996,C005526,Current,Active,29675.2,2020-04-22
A0005997,C005527,Savings,Active,66716.86,2019-01-29
A0005998,C005529,Current,Active,25629.97,2019-08-16
A0005999,C005530,Savings,Closed,17840.34,2020-04-20
A0006000,C005531,Salary,Active,333291.74,2024-08-10
A0006001,C005532,Salary,Active,87390.95,2022-09-12
A0006002,C005533,Current,Active,7391.18,2023-12-13
A0006003,C005534,Salary,Active,331111.56,2022-02-11
A0006004,C005534,Salary,Active,483949.48,2022-05-23
A0006005,C005535,Savings,Active,17526.44,2018-12-09
A0006006,C005536,Savings,Active,15377.56,2023-08-29
A0006007,C005537,Savings,Active,29285.93,2016-09-28
A0006008,C005538,Savings,Active,7352.46,2024-11-30
A0006009,C005539,Savings,Closed,26621.73,2017-11-15
A0006010,C005540,Savings,Active,18724.56,2023-01-22
A0006011,C005541,Savings,Active,33562.2,2016-08-05
A0006012,C005542,Savings,Active,63487.39,2023-03-11
A0006013,C005544,Current,Active,53543.79,2018-05-05
A0006014,C005546,Premium,Active,125026.95,2020-09-28
A0006015,C005547,Current,Active,57451.3,2016-04-18
A0006016,C005550,Savings,Active,21875.11,2019-07-17
A0006017,C005551,Savings,Active,56220.94,2018-10-08
A0006018,C005552,Current,Active,26293.82,2022-08-12
A0006019,C005553,Savings,Dormant,171349.94,2022-04-04
A0006020,C005554,Savings,Active,29837.48,2021-12-18
A0006021,C005554,Premium,Active,82474.07,2022-10-24
A0006022,C005555,Savings,Active,108175.88,2024-11-30
A0006023,C005555,Salary,Active,52034.43,2024-07-13
A0006024,C005556,Current,Active,36096.09,2022-04-26
A0006025,C005557,Salary,Active,141769.97,2021-12-02
A0006026,C005558,Current,Active,24214.81,2024-11-30
A0006027,C005559,Current,Active,19861.77,2018-09-08
A0006028,C005560,Salary,Active,390672.02,2024-06-11
A0006029,C005560,Salary,Active,561376.99,2024-02-10
A0006030,C005561,Savings,Active,12763.28,2019-09-23
A0006031,C005562,Savings,Dormant,141413.05,2018-07-15
A0006032,C005563,Savings,Active,63620.9,2019-05-18
A0006033,C005563,Savings,Active,38078.08,2016-03-26
A0006034,C005564,Savings,Active,119452.3,2023-07-07
A0006035,C005565,Salary,Active,67314.4,2017-09-16
A0006036,C005566,Savings,Active,251370.69,2018-06-28
A0006037,C005567,Current,Active,34706.81,2024-11-30
A0006038,C005569,Savings,Active,17791.82,2017-02-11
A0006039,C005570,Salary,Active,71370.21,2024-11-30
A0006040,C005571,Savings,Closed,26528.55,2022-02-03
A0006041,C005572,Premium,Active,273641.79,2017-06-05
A0006042,C005573,Savings,Active,12095.63,2019-01-16
A0006043,C005573,Savings,Active,14486.29,2019-03-22
A0006044,C005574,Salary,Active,16191.12,2017-01-31
A0006045,C005574,Savings,Active,6519.07,2016-05-18
A0006046,C005575,Savings,Active,17938.37,2023-01-30
A0006047,C005576,Premium,Active,48665.3,2021-12-30
A0006048,C005576,Savings,Active,22992.56,2018-08-16
A0006049,C005578,Savings,Active,17911.23,2023-05-25
A0006050,C005579,Current,Active,29689.58,2019-07-25
A0006051,C005579,Savings,Active,15097.63,2022-05-02
A0006052,C005580,Salary,Active,4911.98,2018-04-06
A0006053,C005581,Savings,Active,42388.03,2024-11-30
A0006054,C005581,Salary,Active,123769.56,2023-01-07
A0006055,C005582,Savings,Active,25052.12,2022-12-29
A0006056,C005583,Savings,Active,35259.71,2024-03-07
A0006057,C005584,Current,Closed,7216.32,2018-12-14
A0006058,C005585,Salary,Active,50939.57,2019-01-05
A0006059,C005585,Salary,Active,47910.08,2017-08-22
A0006060,C005586,Savings,Active,52480.9,2022-03-23
A0006061,C005587,Salary,Active,15846.87,2022-07-14
A0006062,C005587,Current,Active,8240.51,2022-02-17
A0006063,C005589,Savings,Active,13608.9,2023-10-03
A0006064,C005590,Salary,Active,58108.98,2018-01-04
A0006065,C005591,Savings,Active,16784.13,2022-12-08
A0006066,C005593,Premium,Active,128847.59,2021-09-24
A0006067,C005593,Savings,Active,40593.91,2022-09-08
A0006068,C005594,Salary,Active,21708.75,2022-12-26
A0006069,C005594,Premium,Active,136743.13,2021-05-09
A0006070,C005595,Salary,Active,60991.04,2024-04-27
A0006071,C005596,Current,Active,4647.47,2020-09-06
A0006072,C005596,Salary,Active,25726.33,2020-12-21
A0006073,C005597,Savings,Active,8033.42,2022-07-28
A0006074,C005599,Premium,Active,383332.1,2021-09-01
A0006075,C005600,Savings,Active,9052.55,2019-08-13
A0006076,C005601,Savings,Active,35201.32,2024-11-30
A0006077,C005602,Premium,Active,71212.2,2021-12-02
A0006078,C005603,Savings,Active,116344.42,2019-11-18
A0006079,C005604,Savings,Active,75540.35,2019-06-03
A0006080,C005605,Savings,Active,36850.72,2019-06-25
A0006081,C005606,Current,Active,13630.11,2021-04-08
A0006082,C005607,Current,Active,16614.77,2021-09-28
A0006083,C005607,Current,Active,9239.33,2020-12-27
A0006084,C005608,Savings,Dormant,3745.73,2016-02-25
A0006085,C005609,Current,Dormant,11923.7,2020-01-10
A0006086,C005610,Premium,Closed,345629.38,2023-04-18
A0006087,C005611,Premium,Active,67647.39,2021-07-06
A0006088,C005612,Savings,Active,17769.97,2019-08-19
A0006089,C005613,Salary,Active,33635.74,2023-03-27
A0006090,C005613,Savings,Active,18263.35,2023-03-26
A0006091,C005614,Salary,Active,34982.63,2016-02-28
A0006092,C005615,Savings,Active,30711.64,2023-09-24
A0006093,C005616,Savings,Active,9089.86,2017-04-23
A0006094,C005618,Savings,Active,5547.56,2022-11-12
A0006095,C005618,Savings,Active,2146.26,2021-08-05
A0006096,C005620,Savings,Active,7920.8,2017-05-01
A0006097,C005621,Savings,Active,216324.12,2022-01-06
A0006098,C005622,Current,Active,28504.1,2022-02-22
A0006099,C005622,Current,Active,16447.14,2022-12-01
A0006100,C005623,Salary,Active,22735.85,2018-10-25
A0006101,C005627,Current,Dormant,17876.75,2023-10-27
A0006102,C005628,Savings,Active,65443.01,2016-06-24
A0006103,C005629,Savings,Active,41728.32,2020-04-02
A0006104,C005629,Savings,Active,32164.03,2021-03-02
A0006105,C005630,Current,Active,15755.48,2023-05-30
A0006106,C005631,Current,Active,66931.79,2019-06-29
A0006107,C005632,Savings,Active,52401.96,2018-06-09
A0006108,C005633,Savings,Active,59238.02,2023-06-06
A0006109,C005633,Current,Active,31896.08,2022-06-10
A0006110,C005635,Salary,Active,137276.33,2021-01-31
A0006111,C005635,Savings,Active,61237.87,2021-08-01
A0006112,C005636,Savings,Active,10750.35,2024-02-16
A0006113,C005637,Salary,Active,136647.24,2024-11-30
A0006114,C005639,Current,Active,57831.6,2018-09-01
A0006115,C005640,Savings,Active,14392.81,2020-11-03
A0006116,C005641,Savings,Active,8874.3,2023-12-05
A0006117,C005642,Savings,Active,23112.76,2019-02-06
A0006118,C005645,Salary,Active,95135.7,2022-03-14
A0006119,C005646,Current,Active,9811.17,2022-11-24
A0006120,C005647,Current,Active,21386.26,2022-10-01
A0006121,C005649,Savings,Active,15331.34,2023-07-28
A0006122,C005649,Savings,Active,29879.25,2023-07-15
A0006123,C005650,Salary,Closed,8221.39,2019-05-11
A0006124,C005650,Current,Active,7397.53,2018-10-18
A0006125,C005651,Savings,Active,206632.71,2022-07-02
A0006126,C005652,Salary,Closed,180555.77,2022-10-12
A0006127,C005653,Savings,Active,112368.46,2020-09-08
A0006128,C005654,Savings,Active,25220.95,2022-11-18
A0006129,C005654,Savings,Active,27251.06,2022-01-16
A0006130,C005655,Current,Active,10396.45,2024-11-30
A0006131,C005655,Savings,Active,34643.79,2024-11-30
A0006132,C005656,Current,Active,59603.29,2021-07-11
A0006133,C005657,Salary,Active,18742.93,2017-06-04
A0006134,C005658,Savings,Active,62468.4,2021-07-22
A0006135,C005658,Savings,Closed,47150.4,2021-12-14
A0006136,C005659,Savings,Active,70660.54,2021-12-20
A0006137,C005660,Current,Closed,33426.04,2020-10-18
A0006138,C005660,Savings,Active,27106.95,2022-10-28
A0006139,C005661,Current,Active,214666.99,2024-08-22
A0006140,C005661,Current,Active,143950.13,2023-11-17
A0006141,C005662,Savings,Active,44776.95,2024-11-26
A0006142,C005663,Savings,Active,171317.15,2024-04-15
A0006143,C005664,Salary,Dormant,19627.52,2021-04-06
A0006144,C005665,Salary,Active,7438.91,2022-06-29
A0006145,C005666,Savings,Dormant,42929.49,2024-11-30
A0006146,C005667,Salary,Active,108219.94,2018-04-30
A0006147,C005668,Savings,Active,375245.45,2024-11-30
A0006148,C005668,Current,Active,295984.71,2024-11-30
A0006149,C005669,Savings,Active,4148.08,2018-11-10
A0006150,C005670,Current,Active,18892.76,2024-11-30
A0006151,C005671,Salary,Active,344552.51,2023-06-17
A0006152,C005671,Savings,Closed,153032.25,2021-12-06
A0006153,C005672,Savings,Dormant,28720.95,2024-11-30
A0006154,C005673,Savings,Active,76502.6,2024-11-30
A0006155,C005674,Savings,Active,7243.54,2017-07-21
A0006156,C005674,Current,Active,18443.17,2015-05-15
A0006157,C005675,Salary,Active,12852.39,2021-07-30
A0006158,C005676,Savings,Active,42752.96,2021-06-09
A0006159,C005677,Savings,Active,66574.89,2016-08-24
A0006160,C005678,Premium,Active,67662.14,2019-05-08
A0006161,C005679,Current,Active,29567.57,2021-06-17
A0006162,C005680,Savings,Active,75060.62,2023-06-16
A0006163,C005681,Savings,Active,36189.83,2017-05-31
A0006164,C005681,Salary,Active,93628.26,2018-05-25
A0006165,C005682,Savings,Active,61142.88,2023-01-20
A0006166,C005682,Salary,Active,49587.99,2020-05-23
A0006167,C005683,Current,Active,22923.37,2021-10-27
A0006168,C005683,Savings,Active,24890.38,2020-07-08
A0006169,C005684,Savings,Active,83671.35,2024-03-11
A0006170,C005685,Savings,Active,37491.32,2017-02-11
A0006171,C005686,Savings,Active,63762.34,2023-02-01
A0006172,C005687,Savings,Dormant,21465.62,2024-05-23
A0006173,C005687,Savings,Active,30438.81,2024-11-30
A0006174,C005688,Savings,Active,44447.52,2024-03-06
A0006175,C005689,Savings,Active,59713.95,2017-10-10
A0006176,C005690,Savings,Active,6417.52,2022-11-07
A0006177,C005690,Salary,Active,15857.31,2023-09-12
A0006178,C005691,Savings,Dormant,14094.64,2018-03-19
A0006179,C005691,Savings,Active,28210.34,2018-07-16
A0006180,C005692,Current,Active,14272.15,2023-04-21
A0006181,C005695,Salary,Active,298625.62,2021-11-27
A0006182,C005696,Savings,Active,39135.59,2022-06-29
A0006183,C005697,Savings,Dormant,11502.23,2024-11-30
A0006184,C005698,Current,Dormant,26468.01,2024-11-30
A0006185,C005699,Salary,Active,374892.6,2018-01-19
A0006186,C005699,Savings,Active,84560.75,2018-03-05
A0006187,C005700,Salary,Active,17258.91,2022-11-29
A0006188,C005702,Current,Dormant,175323.11,2024-11-30
A0006189,C005703,Current,Active,17005.58,2015-11-26
A0006190,C005703,Savings,Active,57208.13,2018-08-18
A0006191,C005704,Savings,Active,279807.99,2018-01-31
A0006192,C005704,Savings,Active,58279.14,2017-04-12
A0006193,C005705,Current,Closed,19931.21,2023-10-30
A0006194,C005706,Savings,Active,22989.92,2024-11-30
A0006195,C005708,Current,Active,76162.22,2017-10-22
A0006196,C005709,Savings,Active,42203.42,2024-07-15
A0006197,C005709,Savings,Active,44707.44,2024-03-27
A0006198,C005711,Savings,Active,19330.33,2021-05-07
A0006199,C005711,Savings,Closed,33497.15,2021-06-03
A0006200,C005712,Savings,Active,27799.75,2023-09-26
A0006201,C005713,Savings,Active,24742.11,2024-11-30
A0006202,C005714,Savings,Active,63181.58,2024-05-04
A0006203,C005714,Salary,Active,62243.09,2022-06-19
A0006204,C005716,Savings,Active,53852.78,2018-07-30
A0006205,C005717,Salary,Active,93118.15,2021-05-17
A0006206,C005717,Salary,Active,60602.2,2021-02-18
A0006207,C005719,Salary,Active,79310.55,2021-11-26
A0006208,C005719,Savings,Active,82802.84,2022-04-22
A0006209,C005721,Savings,Active,120371.24,2021-02-28
A0006210,C005722,Current,Active,17820.63,2019-03-20
A0006211,C005723,Salary,Dormant,61047.68,2020-05-20
A0006212,C005723,Savings,Active,24953.07,2017-02-25
A0006213,C005724,Current,Closed,11814.41,2017-01-21
A0006214,C005725,Savings,Active,75947.04,2016-03-28
A0006215,C005726,Current,Active,30013.3,2021-03-31
A0006216,C005727,Savings,Closed,40748.24,2017-06-23
A0006217,C005728,Salary,Active,42577.14,2024-11-30
A0006218,C005729,Current,Active,72423.84,2016-12-11
A0006219,C005730,Savings,Active,40289.69,2018-07-12
A0006220,C005731,Salary,Active,92308.2,2021-05-06
A0006221,C005733,Salary,Active,27869.89,2020-08-30
A0006222,C005734,Savings,Dormant,27023.85,2024-11-30
A0006223,C005735,Premium,Dormant,320786.28,2020-03-03
A0006224,C005737,Savings,Active,27437.72,2023-04-06
A0006225,C005738,Savings,Dormant,335297.28,2021-03-25
A0006226,C005739,Savings,Active,22383.07,2020-09-27
A0006227,C005740,Premium,Active,78997.36,2024-11-30
A0006228,C005741,Savings,Active,67239.18,2023-12-24
A0006229,C005741,Savings,Active,30477.42,2020-12-24
A0006230,C005742,Salary,Dormant,40064.86,2022-09-14
A0006231,C005743,Current,Dormant,58937.4,2022-02-12
A0006232,C005743,Savings,Active,39173.87,2023-05-13
A0006233,C005744,Current,Active,27695.78,2023-04-06
A0006234,C005746,Savings,Active,26373.65,2015-09-06
A0006235,C005746,Salary,Active,20808.95,2016-01-20
A0006236,C005748,Premium,Active,75053.29,2019-07-21
A0006237,C005749,Current,Active,6485.98,2022-11-06
A0006238,C005750,Savings,Active,19494.05,2024-01-16
A0006239,C005752,Savings,Dormant,26010.67,2021-12-15
A0006240,C005752,Salary,Active,55901.13,2020-09-14
A0006241,C005754,Savings,Active,128897.11,2019-01-02
A0006242,C005755,Savings,Active,25848.28,2022-12-10
A0006243,C005756,Current,Active,10523.15,2022-11-10
A0006244,C005757,Current,Dormant,19456.61,2024-11-30
A0006245,C005758,Current,Active,14891.54,2019-10-18
A0006246,C005760,Savings,Active,33054.13,2018-08-17
A0006247,C005760,Salary,Closed,15745.19,2017-07-19
A0006248,C005761,Savings,Active,27524.64,2024-11-14
A0006249,C005761,Savings,Active,16620.46,2024-01-06
A0006250,C005762,Salary,Active,490361.15,2016-05-14
A0006251,C005763,Current,Active,27730.87,2024-03-07
A0006252,C005763,Current,Active,12295.3,2023-10-01
A0006253,C005766,Savings,Active,26736.08,2017-04-20
A0006254,C005767,Savings,Closed,20249.97,2016-12-14
A0006255,C005767,Salary,Active,43629.64,2016-06-15
A0006256,C005768,Salary,Active,235908.43,2018-02-11
A0006257,C005769,Salary,Active,10130.97,2024-11-30
A0006258,C005769,Current,Active,15434.17,2024-11-30
A0006259,C005770,Salary,Active,90230.16,2022-06-06
A0006260,C005772,Savings,Dormant,18925.12,2021-06-23
A0006261,C005773,Savings,Active,57873.02,2021-01-06
A0006262,C005774,Salary,Active,177019.91,2021-01-04
A0006263,C005774,Premium,Dormant,153074.62,2020-07-06
A0006264,C005775,Savings,Active,28608.66,2024-09-24
A0006265,C005776,Salary,Active,50757.53,2020-04-09
A0006266,C005776,Current,Active,88522.83,2021-08-22
A0006267,C005777,Savings,Active,3388.87,2022-06-30
A0006268,C005777,Current,Active,6713.4,2023-04-09
A0006269,C005778,Savings,Active,101515.95,2020-02-24
A0006270,C005779,Premium,Active,45557.85,2022-07-28
A0006271,C005779,Current,Active,26690.79,2022-04-26
A0006272,C005780,Current,Active,25441.56,2024-11-30
A0006273,C005780,Savings,Active,39697.45,2022-09-15
A0006274,C005781,Current,Active,49051.99,2022-11-10
A0006275,C005782,Savings,Active,33915.97,2018-12-31
A0006276,C005783,Salary,Active,22855.13,2021-12-06
A0006277,C005784,Salary,Closed,4277.48,2024-11-30
A0006278,C005784,Savings,Active,8252.43,2022-12-19
A0006279,C005785,Savings,Active,34151.47,2017-11-03
A0006280,C005785,Salary,Active,62842.72,2020-06-02
A0006281,C005786,Savings,Active,81049.39,2021-03-27
A0006282,C005786,Savings,Active,25517.85,2021-07-17
A0006283,C005787,Current,Active,12291.79,2024-09-13
A0006284,C005788,Salary,Active,32889.79,2021-01-17
A0006285,C005790,Premium,Active,364058.11,2017-12-20
A0006286,C005790,Current,Active,47516.44,2021-09-30
A0006287,C005791,Salary,Active,15208.57,2019-08-11
A0006288,C005792,Savings,Active,20674.8,2018-06-04
A0006289,C005793,Current,Active,48393.11,2022-06-07
A0006290,C005793,Current,Closed,117767.75,2024-11-30
A0006291,C005796,Savings,Active,12174.37,2018-09-28
A0006292,C005797,Savings,Active,22021.31,2022-04-24
A0006293,C005798,Premium,Active,61423.14,2022-02-22
A0006294,C005799,Salary,Active,74446.39,2023-11-22
A0006295,C005799,Premium,Active,211630.39,2024-11-30
A0006296,C005800,Salary,Active,145905.0,2024-11-30
A0006297,C005800,Current,Active,26165.38,2024-11-30
A0006298,C005801,Savings,Active,29922.23,2024-11-30
A0006299,C005801,Savings,Active,9741.8,2024-11-30
A0006300,C005802,Savings,Active,35116.84,2022-02-02
A0006301,C005803,Current,Active,45884.32,2018-10-08
A0006302,C005804,Savings,Active,9152.47,2017-09-11
A0006303,C005805,Savings,Active,82816.88,2022-09-29
A0006304,C005805,Savings,Closed,46145.23,2023-02-02
A0006305,C005806,Premium,Active,290959.18,2023-04-12
A0006306,C005806,Salary,Active,75571.45,2023-02-03
A0006307,C005808,Current,Active,13830.43,2023-03-12
A0006308,C005809,Salary,Active,8844.62,2021-04-24
A0006309,C005809,Premium,Active,84932.21,2022-05-29
A0006310,C005810,Savings,Active,35423.89,2022-11-26
A0006311,C005814,Salary,Closed,245683.29,2023-02-11
A0006312,C005814,Salary,Active,284381.61,2024-11-30
A0006313,C005815,Savings,Active,25374.54,2024-03-06
A0006314,C005816,Current,Active,31643.96,2017-07-25
A0006315,C005818,Salary,Active,22763.91,2024-06-01
A0006316,C005820,Current,Active,236811.32,2020-05-17
A0006317,C005821,Current,Active,17303.81,2021-05-06
