application_id,customer_id,loan_id,loan_type,requested_amount,application_date,decision_date,application_status
APP0019719,C002972,L0019719,Personal,965012.99,2022-05-30,2022-06-10,Approved
APP0015119,C007086,L0015119,Business,1899947.51,2024-08-27,2024-08-30,Approved
APP0009602,C002817,L0009602,Mortgage,15000000.0,2023-09-12,2023-09-25,Approved
APP0021745,C009548,L0021745,Business,6196815.31,2023-07-24,2023-07-30,Approved
APP0001271,C004715,L0001271,Business,500000.0,2021-07-05,2021-07-16,Approved
APP0029784,C002548,,Business,1249758.64,2022-10-03,2022-10-09,Rejected
APP0004853,C003988,L0004853,Personal,1436025.83,2023-01-20,2023-01-30,Approved
APP0009884,C001544,L0009884,Auto,3402349.54,2024-01-29,2024-02-03,Approved
APP0009821,C001426,L0009821,Mortgage,11716865.08,2023-09-21,2023-10-05,Approved
APP0028633,C008979,,Business,2570079.54,2021-09-14,2021-09-23,Withdrawn
APP0009864,C007832,L0009864,Mortgage,4708722.22,2022-05-08,2022-05-23,Approved
APP0007915,C008552,L0007915,Education,103909.2,2021-11-05,2021-11-15,Approved
APP0008749,C001987,L0008749,Mortgage,10305889.97,2021-10-31,2021-11-05,Approved
APP0001664,C008482,L0001664,Personal,232165.79,2023-04-17,2023-04-29,Approved
APP0015216,C004146,L0015216,Mortgage,9894267.17,2024-10-12,2024-10-25,Approved
APP0026637,C009672,,Personal,1134914.26,2023-12-05,2023-12-10,Rejected
APP0010405,C007402,L0010405,Education,1760296.21,2023-11-10,2023-11-21,Approved
APP0020389,C006215,L0020389,Auto,4000000.0,2022-05-07,2022-05-12,Approved
APP0015221,C002787,L0015221,Education,1041244.53,2021-08-21,2021-09-03,Approved
APP0003788,C008424,L0003788,Auto,3039449.08,2021-12-22,2022-01-05,Approved
APP0021414,C003019,L0021414,Mortgage,8512903.02,2021-01-04,2021-01-05,Approved
APP0006833,C001887,L0006833,Education,331392.54,2022-01-27,2022-02-05,Approved
APP0004742,C002422,L0004742,Mortgage,12706871.84,2022-09-01,2022-09-02,Approved
APP0014427,C009335,L0014427,Personal,564327.2,2022-11-06,2022-11-12,Approved
APP0009401,C009399,L0009401,Education,779650.19,2024-08-03,2024-08-04,Approved
APP0018012,C001615,L0018012,Personal,1174845.5,2023-10-21,2023-10-29,Approved
APP0015240,C006862,L0015240,Education,1103900.95,2022-08-26,2022-09-09,Approved
APP0018462,C005605,L0018462,Personal,735590.06,2023-08-30,2023-09-15,Approved
APP0014046,C002109,L0014046,Education,1539997.1,2024-03-31,2024-04-10,Approved
APP0016582,C009661,L0016582,Education,417497.16,2022-11-29,2022-12-16,Approved
APP0011027,C000018,L0011027,Education,1251833.32,2023-06-09,2023-06-12,Approved
APP0009283,C009675,L0009283,Education,320418.69,2023-02-12,2023-02-16,Approved
APP0003121,C008057,L0003121,Business,4025210.63,2022-03-23,2022-04-04,Approved
APP0006437,C003367,L0006437,Mortgage,1472240.84,2024-09-13,2024-09-21,Approved
APP0024999,C001900,,Personal,1437106.86,2023-07-08,2023-07-10,Rejected
APP0028573,C001859,,Mortgage,2167727.73,2022-03-20,2022-03-22,Rejected
APP0028522,C001170,,Auto,2448180.41,2024-08-28,2024-09-03,Withdrawn
APP0009726,C008355,L0009726,Personal,925438.46,2024-01-28,2024-02-01,Approved
APP0015096,C003690,L0015096,Mortgage,10017078.64,2022-10-06,2022-10-22,Approved
APP0026678,C000089,,Business,3524593.86,2024-05-20,2024-05-24,Withdrawn
APP0005000,C003475,L0005000,Personal,591810.7,2024-08-01,2024-08-06,Approved
APP0024715,C005681,,Personal,520988.35,2024-01-28,2024-02-03,Rejected
APP0010807,C004170,L0010807,Personal,971234.49,2024-08-11,2024-08-13,Approved
APP0002615,C002797,L0002615,Business,6030934.07,2022-05-24,2022-06-09,Approved
APP0002637,C002846,L0002637,Auto,3175300.21,2022-07-07,2022-07-16,Approved
APP0014536,C003960,L0014536,Mortgage,4139991.63,2022-02-28,2022-03-08,Approved
APP0014772,C009522,L0014772,Mortgage,3694861.16,2024-08-30,2024-09-16,Approved
APP0010857,C001358,L0010857,Mortgage,11970289.54,2023-03-15,2023-03-30,Approved
APP0011824,C009315,L0011824,Auto,2271879.14,2021-06-29,2021-07-04,Approved
APP0007678,C005472,L0007678,Education,232910.22,2022-05-05,2022-05-08,Approved
APP0005439,C005747,L0005439,Education,1333021.42,2022-03-11,2022-03-22,Approved
APP0005991,C002365,L0005991,Business,2399821.33,2022-04-27,2022-05-12,Approved
APP0019142,C006188,L0019142,Auto,1560562.3,2022-10-30,2022-11-12,Approved
APP0017969,C003107,L0017969,Personal,864369.1,2024-05-15,2024-05-27,Approved
APP0028824,C002266,,Auto,1747139.25,2021-07-08,2021-07-15,Rejected
APP0012571,C006872,L0012571,Personal,1266018.29,2023-09-24,2023-10-09,Approved
APP0021497,C003358,L0021497,Personal,545193.53,2022-02-19,2022-03-03,Approved
APP0009974,C007801,L0009974,Auto,3288581.54,2024-09-28,2024-09-30,Approved
APP0009741,C007116,L0009741,Auto,4000000.0,2024-09-22,2024-10-05,Approved
APP0002212,C007670,L0002212,Mortgage,1623349.27,2024-05-09,2024-05-13,Approved
APP0022330,C004958,,Auto,2546272.57,2021-02-03,2021-02-10,Rejected
APP0022316,C007300,,Personal,111361.73,2024-10-15,2024-10-19,Withdrawn
APP0027769,C006236,,Personal,987559.61,2022-08-30,2022-08-31,Withdrawn
APP0001294,C001497,L0001294,Personal,1188386.65,2021-01-10,2021-01-15,Approved
APP0028963,C007940,,Personal,609071.65,2021-10-21,2021-10-31,Rejected
APP0004897,C006209,L0004897,Auto,3383215.51,2024-06-28,2024-07-01,Approved
APP0017196,C003192,L0017196,Mortgage,15000000.0,2021-11-30,2021-12-13,Approved
APP0007410,C001886,L0007410,Mortgage,1675548.43,2024-07-15,2024-07-31,Approved
APP0027050,C009369,,Education,391685.6,2022-06-15,2022-06-20,Rejected
APP0005167,C006100,L0005167,Business,7234653.12,2022-02-18,2022-02-23,Approved
APP0020343,C004072,L0020343,Auto,1052518.78,2024-06-16,2024-06-20,Approved
APP0026376,C003798,,Mortgage,7237951.97,2024-03-23,2024-03-28,Withdrawn
APP0024399,C001145,,Personal,723565.9,2023-02-27,2023-03-13,Rejected
APP0020575,C009407,L0020575,Personal,1002375.26,2022-12-04,2022-12-07,Approved
APP0021849,C005113,L0021849,Personal,774870.85,2024-08-31,2024-09-02,Approved
APP0013382,C007681,L0013382,Education,231023.27,2021-09-21,2021-09-29,Approved
APP0001768,C005513,L0001768,Mortgage,15000000.0,2023-09-19,2023-10-05,Approved
APP0011889,C000925,L0011889,Education,1657666.29,2021-01-07,2021-01-19,Approved
APP0008774,C005201,L0008774,Personal,176432.75,2023-12-09,2023-12-14,Approved
APP0005280,C003797,L0005280,Business,4056472.52,2021-12-18,2022-01-02,Approved
APP0005961,C004160,L0005961,Mortgage,14584023.84,2022-11-17,2022-11-21,Approved
APP0023268,C004176,,Personal,151299.34,2021-10-18,2021-10-25,Rejected
APP0017941,C003796,L0017941,Personal,694638.88,2022-11-25,2022-12-06,Approved
APP0019977,C002530,L0019977,Business,3818889.59,2024-04-30,2024-05-01,Approved
APP0017652,C003924,L0017652,Mortgage,15000000.0,2021-02-02,2021-02-08,Approved
APP0026340,C003414,,Education,1519861.78,2021-12-13,2021-12-15,Rejected
APP0023175,C001768,,Personal,208898.76,2021-04-29,2021-04-30,Rejected
APP0021662,C008562,L0021662,Business,3686549.12,2024-09-15,2024-09-28,Approved
APP0005251,C007207,L0005251,Business,7433678.77,2022-03-02,2022-03-06,Approved
APP0007617,C002842,L0007617,Personal,129730.37,2023-09-11,2023-09-22,Approved
APP0015557,C003749,L0015557,Business,6739777.33,2024-01-28,2024-02-10,Approved
APP0026682,C008158,,Mortgage,8320022.96,2022-07-09,2022-07-22,Withdrawn
APP0011834,C006018,L0011834,Business,8000000.0,2023-05-26,2023-06-07,Approved
APP0013813,C005209,L0013813,Education,1276265.82,2022-12-06,2022-12-22,Approved
APP0016056,C009591,L0016056,Mortgage,2392101.42,2022-07-20,2022-07-31,Approved
APP0016186,C007983,L0016186,Education,1154279.4,2024-10-09,2024-10-23,Approved
APP0012561,C001502,L0012561,Personal,210122.65,2023-07-17,2023-07-30,Approved
APP0019339,C001849,L0019339,Mortgage,2862311.44,2021-10-02,2021-10-15,Approved
APP0006445,C000742,L0006445,Mortgage,7596433.14,2021-03-18,2021-04-03,Approved
APP0024235,C003649,,Auto,479888.96,2022-12-11,2022-12-18,Rejected
APP0025349,C000104,,Personal,116688.11,2023-12-16,2023-12-19,Rejected
APP0001003,C006670,L0001003,Education,1081414.67,2021-06-26,2021-07-03,Approved
APP0019273,C001720,L0019273,Personal,1500000.0,2023-04-14,2023-04-16,Approved
APP0028630,C007266,,Personal,1093374.72,2024-02-06,2024-02-17,Withdrawn
APP0022133,C007679,,Mortgage,11621801.5,2021-08-31,2021-09-08,Rejected
APP0017036,C003479,L0017036,Auto,2506105.46,2021-05-05,2021-05-20,Approved
APP0013105,C008396,L0013105,Personal,64980.37,2021-01-02,2021-01-11,Approved
APP0006724,C008699,L0006724,Personal,466211.29,2022-06-25,2022-07-06,Approved
APP0027004,C009592,,Personal,628714.81,2021-11-12,2021-11-19,Rejected
APP0027087,C009614,,Mortgage,3021933.93,2024-10-10,2024-10-14,Rejected
APP0012344,C005788,L0012344,Personal,1130269.52,2024-03-08,2024-03-23,Approved
APP0019288,C002807,L0019288,Education,1185855.54,2023-10-23,2023-10-28,Approved
APP0018971,C008780,L0018971,Personal,615448.85,2024-08-16,2024-08-28,Approved
APP0014231,C000182,L0014231,Education,449615.0,2023-06-04,2023-06-11,Approved
APP0009579,C008165,L0009579,Auto,2259082.78,2021-09-24,2021-10-07,Approved
APP0029961,C004141,,Education,1218462.0,2023-01-24,2023-02-07,Withdrawn
APP0019718,C006572,L0019718,Personal,609541.45,2023-12-17,2023-12-27,Approved
APP0023495,C003289,,Personal,1117783.55,2024-07-25,2024-08-07,Withdrawn
APP0013478,C003667,L0013478,Mortgage,14668409.93,2023-04-30,2023-05-02,Approved
APP0010855,C009248,L0010855,Business,676345.34,2021-06-11,2021-06-14,Approved
APP0021899,C005351,L0021899,Mortgage,7167531.17,2021-06-24,2021-07-11,Approved
APP0015940,C003502,L0015940,Business,2426759.17,2023-05-15,2023-05-20,Approved
APP0017976,C001297,L0017976,Education,392813.65,2023-12-20,2023-12-24,Approved
APP0016781,C000968,L0016781,Personal,1500000.0,2021-04-16,2021-04-29,Approved
APP0015751,C003025,L0015751,Auto,342426.39,2021-09-22,2021-10-07,Approved
APP0011387,C001400,L0011387,Business,8000000.0,2022-01-11,2022-01-25,Approved
APP0005934,C004436,L0005934,Personal,103170.19,2022-01-03,2022-01-19,Approved
APP0028969,C004623,,Personal,1500000.0,2021-05-12,2021-05-17,Rejected
APP0002954,C007120,L0002954,Mortgage,12284000.4,2022-10-21,2022-11-07,Approved
APP0029817,C003386,,Auto,2353809.4,2023-11-10,2023-11-18,Rejected
APP0018091,C008122,L0018091,Mortgage,11051621.7,2024-07-14,2024-07-28,Approved
APP0006957,C005854,L0006957,Business,3208434.94,2021-05-03,2021-05-10,Approved
APP0002738,C003002,L0002738,Business,2315183.48,2024-07-11,2024-07-18,Approved
APP0029502,C009181,,Personal,568755.92,2023-05-18,2023-06-01,Rejected
APP0012521,C003798,L0012521,Business,1356096.5,2023-12-02,2023-12-12,Approved
APP0018047,C005664,L0018047,Personal,1190290.5,2021-02-10,2021-02-24,Approved
APP0025421,C006491,,Auto,1999376.73,2023-11-27,2023-12-11,Rejected
APP0029107,C006395,,Business,4303300.65,2024-03-06,2024-03-17,Withdrawn
APP0022182,C004722,,Auto,394411.66,2022-07-28,2022-08-05,Rejected
APP0027702,C004463,,Auto,1894513.51,2024-08-08,2024-08-10,Rejected
APP0028511,C004512,,Personal,1500000.0,2021-01-20,2021-01-30,Rejected
APP0002858,C001391,L0002858,Mortgage,11117847.27,2022-01-22,2022-02-03,Approved
APP0004437,C007929,L0004437,Education,1102472.21,2023-02-20,2023-03-01,Approved
APP0005107,C000656,L0005107,Education,319549.74,2021-10-24,2021-10-26,Approved
APP0025963,C008431,,Auto,2902557.17,2024-05-06,2024-05-12,Rejected
APP0007460,C003655,L0007460,Personal,1062232.8,2021-01-13,2021-01-22,Approved
APP0010658,C007579,L0010658,Auto,1131002.05,2023-03-24,2023-03-27,Approved
APP0024684,C004895,,Personal,187662.83,2021-07-07,2021-07-18,Rejected
APP0028282,C006906,,Education,872654.26,2022-04-11,2022-04-14,Rejected
APP0010035,C001796,L0010035,Mortgage,11776389.67,2021-07-24,2021-07-27,Approved
APP0008130,C007076,L0008130,Personal,1305957.94,2023-09-13,2023-09-20,Approved
APP0009352,C001210,L0009352,Education,357396.29,2021-01-29,2021-02-02,Approved
APP0020721,C007948,L0020721,Business,6546328.17,2022-09-03,2022-09-14,Approved
APP0002305,C003045,L0002305,Personal,1500000.0,2021-06-04,2021-06-21,Approved
APP0013386,C006271,L0013386,Auto,4000000.0,2024-01-29,2024-02-06,Approved
APP0029605,C000475,,Education,361056.48,2021-06-21,2021-07-05,Rejected
APP0004626,C005434,L0004626,Education,1420786.81,2021-09-14,2021-09-29,Approved
APP0025411,C003015,,Personal,388156.45,2021-10-24,2021-10-31,Rejected
APP0020280,C007020,L0020280,Education,304716.66,2022-05-02,2022-05-18,Approved
APP0003546,C002702,L0003546,Mortgage,4666984.08,2023-07-02,2023-07-10,Approved
APP0016071,C005959,L0016071,Personal,994395.48,2021-12-20,2021-12-24,Approved
APP0018008,C009509,L0018008,Education,1021294.73,2024-06-08,2024-06-09,Approved
APP0026928,C004887,,Education,812412.08,2023-03-16,2023-03-21,Rejected
APP0028808,C002929,,Auto,2778145.18,2022-06-08,2022-06-21,Withdrawn
APP0010437,C004012,L0010437,Personal,675375.39,2021-08-08,2021-08-16,Approved
APP0019365,C008947,L0019365,Business,5565149.93,2023-05-16,2023-05-27,Approved
APP0017646,C007934,L0017646,Business,1461105.7,2024-07-30,2024-08-01,Approved
APP0014873,C006803,L0014873,Personal,413573.61,2024-09-17,2024-09-29,Approved
APP0029840,C004286,,Auto,2605731.72,2022-12-13,2022-12-15,Rejected
APP0021014,C000042,L0021014,Auto,3475637.92,2022-07-08,2022-07-11,Approved
APP0006133,C007534,L0006133,Personal,132667.43,2021-04-17,2021-04-19,Approved
APP0018210,C004835,L0018210,Mortgage,2083563.76,2021-12-11,2021-12-14,Approved
APP0002822,C003962,L0002822,Mortgage,3024895.88,2021-06-02,2021-06-19,Approved
APP0002022,C009714,L0002022,Education,1066095.05,2022-12-06,2022-12-19,Approved
APP0010805,C009620,L0010805,Auto,1539851.95,2024-05-22,2024-06-01,Approved
APP0015743,C006824,L0015743,Auto,334162.42,2023-01-04,2023-01-16,Approved
APP0021262,C009657,L0021262,Personal,238114.64,2022-07-06,2022-07-12,Approved
APP0024841,C008459,,Mortgage,10209821.36,2021-03-25,2021-04-06,Withdrawn
APP0016230,C006939,L0016230,Personal,339875.07,2021-12-17,2022-01-03,Approved
APP0006099,C006253,L0006099,Personal,606897.15,2024-01-19,2024-02-04,Approved
APP0010332,C009037,L0010332,Personal,755475.14,2023-12-11,2023-12-12,Approved
APP0002557,C003510,L0002557,Personal,1196142.23,2022-06-14,2022-06-29,Approved
APP0023548,C009915,,Personal,646954.33,2022-06-14,2022-06-23,Rejected
APP0011800,C002082,L0011800,Business,6820816.78,2023-09-27,2023-09-29,Approved
APP0007090,C005993,L0007090,Auto,1526307.08,2024-04-17,2024-04-25,Approved
APP0015852,C003038,L0015852,Auto,3374686.28,2024-02-24,2024-02-28,Approved
APP0027422,C005069,,Personal,827181.54,2024-08-23,2024-08-27,Rejected
APP0003345,C008102,L0003345,Mortgage,3073322.76,2021-07-11,2021-07-15,Approved
APP0029481,C002652,,Personal,1272035.69,2022-07-11,2022-07-25,Rejected
APP0001514,C007107,L0001514,Personal,1500000.0,2021-08-23,2021-08-25,Approved
APP0000182,C007858,L0000182,Mortgage,4366565.44,2022-06-16,2022-06-25,Approved
APP0018703,C002608,L0018703,Education,834467.16,2024-08-10,2024-08-26,Approved
APP0027627,C007032,,Personal,716907.38,2023-10-02,2023-10-15,Withdrawn
APP0023443,C006695,,Auto,2676040.28,2021-01-02,2021-01-06,Rejected
APP0001854,C001480,L0001854,Auto,2685809.34,2023-09-20,2023-10-02,Approved
APP0013021,C006896,L0013021,Personal,420029.09,2023-07-06,2023-07-07,Approved
APP0028627,C004152,,Education,688498.1,2021-07-23,2021-07-25,Withdrawn
APP0028986,C007192,,Auto,440125.64,2023-07-03,2023-07-07,Rejected
APP0022811,C003475,,Personal,272814.61,2024-01-21,2024-02-04,Rejected
APP0001251,C006747,L0001251,Auto,1241215.15,2021-06-11,2021-06-25,Approved
APP0014093,C005701,L0014093,Personal,239720.07,2021-07-30,2021-08-09,Approved
APP0018247,C007086,L0018247,Personal,224876.69,2022-02-13,2022-02-19,Approved
APP0029380,C001131,,Business,2603146.13,2023-01-25,2023-01-30,Rejected
APP0008819,C001618,L0008819,Mortgage,8272314.42,2021-03-18,2021-03-19,Approved
APP0010070,C002217,L0010070,Business,3095448.3,2023-05-23,2023-05-24,Approved
APP0003967,C003811,L0003967,Mortgage,2923224.66,2021-01-28,2021-02-12,Approved
APP0007981,C000679,L0007981,Personal,896567.99,2024-04-09,2024-04-25,Approved
APP0025579,C008861,,Mortgage,4371652.92,2023-01-05,2023-01-19,Withdrawn
APP0010119,C003913,L0010119,Business,2819566.69,2022-12-14,2022-12-21,Approved
APP0007142,C003908,L0007142,Education,1197273.73,2023-07-01,2023-07-04,Approved
APP0004984,C004445,L0004984,Education,983016.14,2023-03-04,2023-03-16,Approved
APP0018676,C004077,L0018676,Personal,897635.79,2021-08-15,2021-09-01,Approved
APP0011947,C004453,L0011947,Personal,682693.87,2021-11-28,2021-12-01,Approved
APP0008082,C002746,L0008082,Personal,887598.76,2022-07-23,2022-08-07,Approved
APP0024748,C006011,,Auto,1995780.77,2024-05-27,2024-06-09,Rejected
APP0028543,C006793,,Personal,888316.04,2024-10-13,2024-10-19,Withdrawn
APP0005235,C006157,L0005235,Business,4128549.96,2022-04-20,2022-05-04,Approved
APP0003657,C005900,L0003657,Mortgage,2106426.46,2023-10-20,2023-10-27,Approved
APP0010659,C000059,L0010659,Personal,664221.32,2023-07-03,2023-07-09,Approved
APP0013955,C007813,L0013955,Mortgage,9242954.57,2023-03-31,2023-04-09,Approved
APP0016343,C000682,L0016343,Business,4621926.83,2024-02-17,2024-02-25,Approved
APP0018968,C002296,L0018968,Auto,2422095.78,2023-07-09,2023-07-10,Approved
APP0019648,C009312,L0019648,Auto,2882317.41,2024-04-15,2024-04-30,Approved
APP0000678,C006943,L0000678,Mortgage,3408183.23,2021-04-02,2021-04-13,Approved
APP0008986,C005214,L0008986,Mortgage,3697423.88,2022-03-02,2022-03-08,Approved
APP0005092,C003423,L0005092,Personal,1500000.0,2024-01-27,2024-01-28,Approved
APP0006497,C006911,L0006497,Business,537543.6,2023-12-02,2023-12-18,Approved
APP0027416,C004956,,Business,530511.32,2021-02-17,2021-02-22,Rejected
APP0025188,C006720,,Business,5226838.32,2021-08-12,2021-08-24,Rejected
APP0025960,C003617,,Business,2563969.11,2022-10-28,2022-11-10,Rejected
APP0029444,C001551,,Business,5384730.81,2023-08-17,2023-08-22,Rejected
APP0023805,C009583,,Business,2029277.31,2021-02-05,2021-02-09,Withdrawn
APP0020365,C002383,L0020365,Auto,1777819.49,2022-07-17,2022-07-21,Approved
APP0007015,C008206,L0007015,Business,853126.53,2022-04-14,2022-04-26,Approved
APP0004931,C004891,L0004931,Mortgage,13477686.78,2022-01-03,2022-01-15,Approved
APP0018299,C004148,L0018299,Mortgage,13445084.71,2024-06-06,2024-06-23,Approved
APP0015405,C000311,L0015405,Auto,2477969.01,2021-10-20,2021-10-24,Approved
APP0020941,C003697,L0020941,Business,6257982.96,2021-01-26,2021-02-11,Approved
APP0026129,C008474,,Education,1343031.21,2022-02-08,2022-02-16,Rejected
APP0008565,C001163,L0008565,Auto,2629256.39,2021-05-24,2021-06-02,Approved
APP0000249,C009372,L0000249,Education,2000000.0,2024-01-03,2024-01-13,Approved
APP0008963,C008594,L0008963,Personal,219179.72,2021-01-09,2021-01-22,Approved
APP0025023,C004205,,Personal,955377.35,2023-08-20,2023-09-03,Withdrawn
APP0026879,C004672,,Personal,748937.93,2021-11-07,2021-11-15,Rejected
APP0026073,C002042,,Auto,1542800.43,2024-09-07,2024-09-11,Rejected
APP0004000,C001403,L0004000,Business,4853328.06,2021-07-11,2021-07-27,Approved
APP0025598,C005984,,Personal,78074.22,2022-09-09,2022-09-20,Rejected
APP0017068,C000613,L0017068,Mortgage,12960345.87,2022-12-09,2022-12-14,Approved
APP0017306,C004810,L0017306,Personal,180338.65,2023-03-20,2023-04-02,Approved
APP0021949,C006941,L0021949,Auto,2501438.0,2021-09-12,2021-09-17,Approved
APP0004981,C005351,L0004981,Personal,279624.56,2023-08-02,2023-08-13,Approved
APP0024794,C006789,,Personal,725035.0,2023-05-20,2023-06-01,Withdrawn
APP0012775,C008194,L0012775,Business,3183196.28,2024-03-04,2024-03-09,Approved
APP0002242,C000626,L0002242,Mortgage,15000000.0,2021-08-05,2021-08-14,Approved
APP0004311,C002872,L0004311,Auto,1363586.04,2023-04-11,2023-04-19,Approved
APP0015250,C006889,L0015250,Personal,98553.04,2023-05-27,2023-06-06,Approved
APP0002590,C007380,L0002590,Personal,424772.88,2022-06-23,2022-07-03,Approved
APP0012795,C009367,L0012795,Business,1355682.84,2022-03-13,2022-03-16,Approved
APP0018405,C002718,L0018405,Personal,932728.83,2023-08-23,2023-09-03,Approved
APP0028287,C002679,,Personal,430123.84,2022-09-15,2022-09-23,Rejected
APP0005147,C003501,L0005147,Personal,1042128.75,2024-05-30,2024-05-31,Approved
APP0028908,C005817,,Personal,261502.4,2024-08-22,2024-08-31,Rejected
APP0006299,C000581,L0006299,Personal,1178309.03,2024-07-06,2024-07-23,Approved
APP0024731,C008062,,Personal,1104260.98,2023-11-28,2023-12-02,Rejected
APP0019232,C001692,L0019232,Education,1179208.77,2023-09-04,2023-09-14,Approved
APP0027862,C000397,,Auto,2442329.8,2023-03-06,2023-03-19,Withdrawn
APP0012702,C002725,L0012702,Mortgage,10023574.58,2024-06-26,2024-07-13,Approved
APP0026490,C004247,,Auto,2025897.98,2021-08-28,2021-08-29,Rejected
APP0028658,C002148,,Personal,418031.81,2021-04-04,2021-04-14,Rejected
APP0015668,C004995,L0015668,Auto,641163.15,2024-01-24,2024-02-01,Approved
APP0027665,C006640,,Business,5589872.37,2022-05-28,2022-05-29,Rejected
APP0028118,C003605,,Personal,1187020.04,2021-06-23,2021-06-27,Rejected
APP0025633,C004862,,Education,238425.33,2022-05-24,2022-06-04,Rejected
APP0015527,C001147,L0015527,Mortgage,2555738.47,2023-03-08,2023-03-15,Approved
APP0012422,C009781,L0012422,Personal,92269.58,2021-02-18,2021-02-25,Approved
APP0021140,C000275,L0021140,Personal,99796.13,2023-04-27,2023-04-30,Approved
APP0029455,C003517,,Business,4480099.76,2021-06-14,2021-06-17,Rejected
APP0024207,C007164,,Business,3639070.6,2024-10-07,2024-10-20,Rejected
APP0014723,C003331,L0014723,Education,956517.3,2022-08-29,2022-09-03,Approved
APP0009232,C009475,L0009232,Personal,476392.79,2024-02-11,2024-02-24,Approved
APP0011090,C005692,L0011090,Mortgage,5375838.77,2023-09-03,2023-09-13,Approved
APP0005567,C002703,L0005567,Auto,1789363.92,2024-03-24,2024-03-29,Approved
APP0013549,C006283,L0013549,Mortgage,4418560.84,2023-12-10,2023-12-15,Approved
APP0022456,C007424,,Business,624998.03,2021-10-15,2021-10-27,Withdrawn
APP0024493,C000213,,Mortgage,8819904.56,2021-03-06,2021-03-16,Rejected
APP0020782,C007191,L0020782,Education,829639.58,2024-01-01,2024-01-12,Approved
APP0018812,C003278,L0018812,Mortgage,6674777.25,2022-04-14,2022-04-18,Approved
APP0024125,C008464,,Business,5015634.5,2021-02-20,2021-02-22,Rejected
APP0024332,C006071,,Personal,219621.4,2024-10-17,2024-10-29,Rejected
APP0010121,C002270,L0010121,Auto,1820679.7,2022-04-17,2022-04-28,Approved
APP0009865,C001136,L0009865,Mortgage,13323885.58,2022-01-23,2022-02-05,Approved
APP0010288,C005663,L0010288,Business,6450048.36,2022-08-15,2022-08-25,Approved
APP0003858,C008136,L0003858,Personal,317141.83,2023-12-11,2023-12-28,Approved
APP0022158,C009881,,Auto,1712090.34,2023-04-07,2023-04-11,Rejected
APP0013729,C000759,L0013729,Mortgage,12023318.54,2021-12-05,2021-12-12,Approved
APP0029500,C005106,,Personal,617541.49,2024-09-11,2024-09-23,Rejected
APP0003478,C006498,L0003478,Personal,774609.29,2024-05-07,2024-05-18,Approved
APP0001011,C009492,L0001011,Personal,1301639.53,2022-11-12,2022-11-28,Approved
APP0012629,C000569,L0012629,Business,2038012.95,2021-10-28,2021-11-10,Approved
APP0005364,C006378,L0005364,Personal,881519.52,2021-10-02,2021-10-13,Approved
APP0022458,C000695,,Personal,678033.98,2022-04-03,2022-04-04,Rejected
APP0019190,C004742,L0019190,Business,2696513.82,2023-05-14,2023-05-15,Approved
APP0011753,C004991,L0011753,Personal,61434.4,2023-11-01,2023-11-16,Approved
APP0008569,C000336,L0008569,Personal,294653.25,2024-01-27,2024-02-07,Approved
APP0006312,C001715,L0006312,Mortgage,2989005.44,2022-12-07,2022-12-22,Approved
APP0015426,C000317,L0015426,Auto,1693319.16,2024-07-31,2024-08-17,Approved
APP0027310,C008454,,Personal,216152.19,2021-03-25,2021-04-04,Rejected
APP0024302,C007222,,Auto,1219931.19,2024-03-01,2024-03-13,Rejected
APP0018967,C008202,L0018967,Personal,788496.79,2022-11-04,2022-11-06,Approved
APP0000935,C004311,L0000935,Personal,72631.11,2021-03-31,2021-04-14,Approved
APP0016133,C004896,L0016133,Personal,1190224.31,2023-04-25,2023-05-09,Approved
APP0023014,C002404,,Personal,613481.18,2024-08-31,2024-09-04,Rejected
APP0023362,C004094,,Personal,1224542.27,2021-07-31,2021-08-10,Rejected
APP0027978,C002747,,Personal,328460.24,2021-08-13,2021-08-23,Withdrawn
APP0007198,C009286,L0007198,Education,234755.41,2021-12-21,2021-12-23,Approved
APP0020709,C001571,L0020709,Education,1741793.69,2024-05-05,2024-05-11,Approved
APP0024114,C000327,,Personal,375666.34,2023-03-06,2023-03-11,Rejected
APP0001344,C005990,L0001344,Personal,50000.0,2023-01-03,2023-01-18,Approved
APP0014047,C004835,L0014047,Personal,1500000.0,2024-03-30,2024-04-06,Approved
APP0008552,C005934,L0008552,Auto,3265716.93,2021-06-22,2021-07-04,Approved
APP0014859,C006969,L0014859,Personal,292128.27,2022-05-01,2022-05-16,Approved
APP0016063,C008326,L0016063,Auto,1722767.91,2021-07-07,2021-07-14,Approved
APP0027526,C007791,,Personal,525345.12,2022-04-07,2022-04-20,Rejected
APP0029571,C001220,,Auto,3286719.71,2023-09-02,2023-09-15,Rejected
APP0028826,C005599,,Personal,1470178.39,2024-04-20,2024-04-28,Rejected
APP0001149,C004286,L0001149,Business,3038086.48,2023-09-28,2023-10-13,Approved
APP0002955,C008445,L0002955,Auto,1405145.98,2021-07-13,2021-07-21,Approved
APP0010244,C005244,L0010244,Education,311508.79,2021-07-20,2021-07-29,Approved
APP0012476,C003043,L0012476,Auto,1029902.05,2022-07-14,2022-07-27,Approved
APP0010247,C004883,L0010247,Education,719756.77,2023-04-04,2023-04-10,Approved
APP0011209,C005644,L0011209,Personal,710639.57,2022-10-28,2022-10-29,Approved
APP0019968,C001574,L0019968,Business,5756318.24,2023-02-15,2023-02-16,Approved
