loan_id,customer_id,loan_type,loan_amount,outstanding_amount,interest_rate,loan_term_months,loan_status,application_date,disbursement_date,maturity_date
L0011737,C005927,Auto,616829.16,496254.16,12.75,48,Current,2024-03-12,2024-03-25,2028-03-25
L0011738,C004374,Business,6386360.03,6104274.02,13.65,24,Current,2024-10-22,2024-10-29,2026-10-29
L0011739,C000744,Business,7095353.78,5871301.73,11.17,24,Current,2024-09-24,2024-10-18,2026-10-18
L0011740,C001633,Personal,424889.45,0.0,13.18,36,Paid Off,2021-02-07,2021-02-27,2024-02-27
L0011741,C007607,Auto,3738767.7,0.0,12.64,48,Closed,2024-04-15,2024-05-04,2028-05-04
L0011742,C001416,Personal,1233607.28,1079785.67,15.74,60,Current,2024-03-12,2024-04-08,2029-04-08
L0011743,C005768,Mortgage,1876474.71,1776719.79,11.3,60,Current,2022-01-18,2022-01-31,2027-01-31
L0011744,C009484,Business,1281006.56,1103867.12,14.79,60,Current,2024-05-04,2024-06-04,2029-06-04
L0011745,C008688,Mortgage,7594731.01,6728825.28,11.5,60,Current,2021-08-19,2021-09-22,2026-09-22
L0011746,C006952,Mortgage,4387137.52,4103703.62,11.15,60,Current,2022-10-03,2022-10-10,2027-10-10
L0011747,C000826,Mortgage,14899959.18,11605877.87,10.89,60,Current,2022-06-18,2022-06-25,2027-06-25
L0011748,C002904,Auto,2647022.73,1800835.48,11.22,24,Current,2023-08-22,2023-09-21,2025-09-21
L0011749,C006584,Personal,452776.06,0.0,13.95,12,Paid Off,2021-07-13,2021-08-16,2022-08-16
L0011750,C002384,Auto,2908105.53,0.0,13.08,24,Closed,2021-04-21,2021-04-23,2023-04-23
L0011751,C006251,Education,409126.82,0.0,10.72,48,Paid Off,2022-10-26,2022-11-13,2026-11-13
L0011752,C004207,Personal,174706.51,167027.75,13.83,48,Current,2021-03-06,2021-04-05,2025-04-05
L0011753,C004991,Personal,61434.4,47790.59,14.57,60,Current,2023-11-01,2023-11-27,2028-11-27
L0011754,C001250,Business,6903541.21,4095283.9,12.7,48,Current,2022-06-27,2022-07-04,2026-07-04
L0011755,C009314,Business,2170054.36,1676946.96,13.5,24,Current,2024-03-26,2024-04-05,2026-04-05
L0011756,C009429,Auto,3104032.41,2108873.26,9.82,36,Current,2023-05-18,2023-06-12,2026-06-12
L0011757,C006866,Personal,870096.86,473272.73,15.07,60,Current,2022-01-30,2022-02-24,2027-02-24
L0011758,C004408,Personal,118860.96,97202.81,17.07,48,Current,2023-08-16,2023-08-20,2027-08-20
L0011759,C006660,Auto,639847.07,602334.7,10.9,60,Current,2022-09-24,2022-10-18,2027-10-18
L0011760,C006554,Education,1634569.63,1436301.12,9.49,60,Current,2023-06-16,2023-07-02,2028-07-02
L0011761,C005558,Mortgage,3920938.43,1622314.33,11.61,180,Default,2024-01-30,2024-02-12,2039-02-12
L0011762,C003831,Education,869069.35,0.0,9.2,36,Paid Off,2021-06-19,2021-07-15,2024-07-15
L0011763,C008167,Mortgage,2356358.13,2052649.16,10.69,180,Current,2021-11-24,2021-12-28,2036-12-28
L0011764,C008500,Mortgage,5006611.49,4392045.11,12.43,60,Current,2022-04-28,2022-05-18,2027-05-18
L0011765,C002041,Business,3916075.28,3433869.95,14.81,24,Current,2024-08-31,2024-09-05,2026-09-05
L0011766,C004243,Auto,2698510.85,0.0,12.52,24,Paid Off,2022-09-16,2022-10-17,2024-10-17
L0011767,C000254,Mortgage,9364755.64,7281123.62,11.09,120,Current,2023-06-27,2023-07-28,2033-07-28
L0011768,C005808,Personal,700135.63,373268.71,12.68,48,Current,2022-02-14,2022-03-07,2026-03-07
L0011769,C004434,Mortgage,13888460.81,11640279.86,11.65,120,Current,2022-06-03,2022-07-07,2032-07-07
L0011770,C006975,Personal,1500000.0,0.0,15.41,12,Paid Off,2021-10-22,2021-11-22,2022-11-22
L0011771,C000098,Education,2000000.0,1731250.23,10.71,24,Current,2024-05-08,2024-05-16,2026-05-16
L0011772,C002118,Business,1822020.16,0.0,13.79,36,Paid Off,2021-06-04,2021-06-27,2024-06-27
L0011773,C007681,Business,3058329.7,0.0,13.19,36,Paid Off,2021-09-30,2021-10-17,2024-10-17
L0011774,C003899,Auto,502632.45,445144.97,10.05,60,Current,2021-11-28,2021-12-26,2026-12-26
L0011775,C005363,Personal,243662.3,175097.88,14.43,60,Current,2022-10-23,2022-11-05,2027-11-05
L0011776,C004169,Mortgage,10874007.04,10175357.27,10.48,240,Current,2024-02-20,2024-03-03,2044-03-03
L0011777,C000551,Personal,58832.68,42429.35,13.76,60,Current,2023-02-03,2023-02-20,2028-02-20
L0011778,C000524,Education,1191947.88,1090529.48,9.67,48,Current,2023-05-19,2023-05-27,2027-05-27
L0011779,C009671,Personal,891984.61,458692.43,14.74,24,Current,2023-07-29,2023-08-19,2025-08-19
L0011780,C000732,Business,6442660.95,4557894.33,12.61,84,Current,2022-10-27,2022-11-15,2029-11-15
L0011781,C007454,Mortgage,2394165.62,2026679.54,11.26,240,Current,2023-06-22,2023-07-07,2043-07-07
L0011782,C001510,Education,1345382.69,1075412.74,10.17,24,Current,2024-04-29,2024-05-17,2026-05-17
L0011783,C002572,Personal,1084442.84,1007637.42,15.57,48,Current,2023-04-02,2023-04-04,2027-04-04
L0011784,C002636,Personal,1028792.7,856439.21,15.88,36,Current,2024-06-06,2024-06-16,2027-06-16
L0011785,C005116,Auto,1192917.86,901859.32,12.58,48,Current,2023-02-09,2023-03-07,2027-03-07
L0011786,C008107,Mortgage,12513549.83,10590966.24,8.43,180,Current,2023-10-08,2023-10-21,2038-10-21
L0011787,C006309,Personal,1500000.0,1065967.79,15.72,60,Current,2022-12-12,2022-12-21,2027-12-21
L0011788,C004109,Education,788601.21,534709.16,7.42,24,Current,2024-02-28,2024-03-11,2026-03-11
L0011789,C002495,Business,5429852.17,0.0,15.27,36,Closed,2024-09-30,2024-10-13,2027-10-13
L0011790,C004361,Education,1339134.95,1215407.22,8.79,24,Current,2024-07-11,2024-08-06,2026-08-06
L0011791,C009966,Personal,78369.24,50267.85,13.17,48,Current,2023-05-25,2023-06-23,2027-06-23
L0011792,C002927,Personal,314706.98,163616.76,17.73,24,Default,2023-12-18,2024-01-08,2026-01-08
L0011793,C001554,Mortgage,7152132.01,6410239.96,9.16,60,Current,2021-10-10,2021-10-13,2026-10-13
L0011794,C005809,Mortgage,6629610.78,5779062.71,10.99,240,Current,2021-02-01,2021-02-19,2041-02-19
L0011795,C001079,Personal,353974.37,0.0,13.16,24,Paid Off,2022-10-20,2022-11-21,2024-11-21
L0011796,C004568,Education,1166893.32,792643.03,12.21,48,Current,2023-03-16,2023-03-23,2027-03-23
L0011797,C000140,Personal,860278.43,752558.56,13.04,48,Current,2024-08-11,2024-09-05,2028-09-05
L0011798,C000402,Business,5663488.32,3324702.72,13.57,24,Current,2023-01-16,2023-02-17,2025-02-17
L0011799,C000108,Personal,539770.98,14874.48,15.58,12,Closed,2023-11-20,2023-12-05,2024-12-05
L0011800,C002082,Business,6820816.78,2869069.25,8.73,36,Delinquent,2023-09-27,2023-10-06,2026-10-06
L0011801,C005250,Personal,234369.93,188400.38,13.23,24,Current,2024-05-19,2024-06-15,2026-06-15
L0011802,C001179,Personal,1500000.0,0.0,16.13,24,Closed,2021-05-23,2021-06-08,2023-06-08
L0011803,C008438,Education,759431.25,689789.57,7.04,24,Current,2023-10-06,2023-10-21,2025-10-21
L0011804,C005293,Business,7103915.9,6434710.47,13.66,48,Current,2023-08-05,2023-08-21,2027-08-21
L0011805,C002901,Personal,758270.42,0.0,15.66,36,Paid Off,2021-08-21,2021-09-21,2024-09-21
L0011806,C000440,Auto,2974585.72,2446779.97,12.65,48,Current,2022-06-26,2022-06-29,2026-06-29
L0011807,C004664,Business,4619643.98,3608797.03,14.91,36,Current,2023-09-30,2023-10-21,2026-10-21
L0011808,C000168,Personal,481425.55,0.0,15.17,24,Paid Off,2021-08-06,2021-08-08,2023-08-08
L0011809,C006516,Personal,1417209.21,1097873.09,13.04,24,Current,2023-10-17,2023-11-03,2025-11-03
L0011810,C008555,Personal,62251.14,0.0,14.03,12,Paid Off,2022-10-28,2022-11-27,2023-11-27
L0011811,C001039,Personal,814588.01,605770.11,13.2,12,Current,2024-03-07,2024-03-19,2025-03-19
L0011812,C001278,Mortgage,10892007.25,10188669.2,13.12,120,Current,2024-05-25,2024-06-26,2034-06-26
L0011813,C005973,Education,931233.08,692395.9,12.44,48,Current,2024-02-15,2024-03-20,2028-03-20
L0011814,C004818,Education,1781447.94,0.0,7.85,60,Paid Off,2022-10-28,2022-11-20,2027-11-20
L0011815,C003503,Personal,366753.05,0.0,13.54,24,Paid Off,2022-01-04,2022-01-13,2024-01-13
L0011816,C001001,Mortgage,3079471.29,2917627.74,7.31,60,Current,2024-01-04,2024-01-18,2029-01-18
L0011817,C006087,Education,1318199.06,1106090.15,9.34,60,Current,2023-07-06,2023-07-09,2028-07-09
L0011818,C001563,Auto,2768003.1,2596887.15,11.08,60,Current,2023-10-31,2023-11-29,2028-11-29
L0011819,C004859,Personal,301489.45,0.0,14.04,48,Closed,2021-02-05,2021-03-02,2025-03-02
L0011820,C005644,Personal,662835.37,0.0,15.3,24,Paid Off,2021-09-22,2021-10-06,2023-10-06
L0011821,C008236,Auto,2818139.35,0.0,12.0,36,Closed,2021-09-16,2021-10-09,2024-10-09
L0011822,C008978,Education,1173455.62,900179.09,8.52,60,Current,2021-02-09,2021-02-28,2026-02-28
L0011823,C007131,Auto,2417068.67,2040432.27,10.61,60,Current,2024-04-08,2024-05-05,2029-05-05
L0011824,C009315,Auto,2271879.14,0.0,12.81,24,Paid Off,2021-06-29,2021-07-23,2023-07-23
L0011825,C008571,Business,6308830.0,5406025.94,14.66,84,Current,2024-03-11,2024-03-17,2031-03-17
L0011826,C002583,Personal,195240.21,0.0,13.31,12,Paid Off,2021-10-25,2021-11-26,2022-11-26
L0011827,C006698,Personal,475842.91,0.0,13.56,60,Paid Off,2021-05-12,2021-05-27,2026-05-27
L0011828,C009301,Mortgage,6474842.17,5490891.78,9.08,180,Current,2024-07-27,2024-08-02,2039-08-02
L0011829,C009740,Business,4509186.11,4240055.21,11.05,84,Current,2022-07-31,2022-08-31,2029-08-31
L0011830,C003574,Personal,459650.0,300567.8,15.6,12,Current,2024-01-11,2024-01-27,2025-01-27
L0011831,C001196,Mortgage,6029904.7,4567499.96,10.41,180,Current,2021-02-07,2021-02-11,2036-02-11
L0011832,C004781,Mortgage,7658729.79,6393490.01,7.21,120,Current,2024-01-20,2024-01-31,2034-01-31
L0011833,C008755,Mortgage,11968444.99,0.0,11.58,180,Paid Off,2022-12-26,2023-01-03,2038-01-03
L0011834,C006018,Business,8000000.0,4777739.94,11.84,24,Default,2023-05-26,2023-06-23,2025-06-23
L0011835,C005738,Personal,1500000.0,887922.79,14.91,60,Current,2022-06-10,2022-06-28,2027-06-28
L0011836,C000518,Education,710641.31,407148.86,8.1,48,Delinquent,2022-01-08,2022-02-09,2026-02-09
L0011837,C005180,Personal,53826.31,42173.02,13.33,48,Current,2024-05-24,2024-05-30,2028-05-30
L0011838,C006468,Personal,1383911.93,1117996.91,14.05,60,Current,2023-12-31,2024-01-31,2029-01-31
L0011839,C003570,Education,1140273.35,1050077.05,10.73,36,Current,2022-11-29,2022-12-04,2025-12-04
L0011840,C004792,Auto,2273723.57,1744018.58,11.88,36,Current,2024-01-07,2024-02-01,2027-02-01
L0011841,C001146,Personal,977863.93,534148.25,12.73,60,Current,2021-11-05,2021-11-11,2026-11-11
L0011842,C006793,Business,6149970.19,5207822.41,10.97,36,Current,2024-02-22,2024-03-09,2027-03-09
L0011843,C009044,Mortgage,11664943.67,11189653.57,10.69,120,Current,2021-09-15,2021-10-16,2031-10-16
L0011844,C004527,Education,2000000.0,873675.7,10.16,48,Delinquent,2024-03-24,2024-04-16,2028-04-16
L0011845,C004056,Education,956269.89,657582.67,6.5,48,Current,2022-12-09,2023-01-09,2027-01-09
L0011846,C001792,Personal,162012.64,139284.08,14.89,60,Current,2024-07-17,2024-07-28,2029-07-28
L0011847,C002728,Education,124750.27,115908.57,9.41,36,Current,2024-07-13,2024-08-01,2027-08-01
L0011848,C009160,Personal,858863.13,564690.49,15.91,60,Default,2024-04-19,2024-04-28,2029-04-28
L0011849,C009514,Auto,3269157.41,2713559.93,12.64,36,Current,2024-03-17,2024-04-18,2027-04-18
L0011850,C007817,Mortgage,1606491.56,0.0,9.95,240,Closed,2022-04-16,2022-05-13,2042-05-13
L0011851,C003119,Auto,4000000.0,3361814.96,12.57,60,Current,2024-08-09,2024-08-17,2029-08-17
L0011852,C003282,Personal,972354.3,0.0,12.62,12,Paid Off,2021-10-26,2021-11-23,2022-11-23
L0011853,C004658,Business,3935560.92,2683115.39,12.7,48,Delinquent,2022-04-15,2022-04-19,2026-04-19
L0011854,C006642,Mortgage,10499591.06,9073608.48,8.35,240,Current,2023-01-03,2023-01-07,2043-01-07
L0011855,C006367,Education,353283.86,0.0,12.13,24,Closed,2021-04-29,2021-05-23,2023-05-23
L0011856,C005308,Auto,3427166.04,2511853.89,12.37,60,Current,2023-05-28,2023-06-12,2028-06-12
L0011857,C000583,Personal,396576.42,161739.43,13.87,24,Current,2023-04-12,2023-05-03,2025-05-03
L0011858,C001993,Personal,1435888.83,0.0,15.77,12,Closed,2022-11-26,2022-12-01,2023-12-01
L0011859,C009700,Mortgage,4494839.05,3979084.05,10.58,120,Current,2021-11-05,2021-11-21,2031-11-21
L0011860,C009136,Mortgage,10398168.64,8309868.09,11.39,180,Current,2023-07-13,2023-07-17,2038-07-17
L0011861,C008508,Mortgage,7400347.59,6851254.22,11.09,60,Current,2023-08-23,2023-09-17,2028-09-17
L0011862,C003058,Personal,978327.51,517252.15,14.19,24,Current,2023-04-05,2023-05-07,2025-05-07
L0011863,C005506,Personal,434512.57,185054.91,15.1,12,Default,2024-05-12,2024-06-09,2025-06-09
L0011864,C005884,Education,234968.17,211305.1,8.98,60,Current,2022-08-14,2022-08-17,2027-08-17
L0011865,C005244,Mortgage,5824717.5,5306099.24,6.5,60,Current,2023-07-06,2023-07-11,2028-07-11
L0011866,C000944,Personal,485859.39,454696.74,12.41,60,Current,2021-08-28,2021-09-23,2026-09-23
L0011867,C007607,Personal,709735.44,643936.19,14.28,36,Current,2023-01-17,2023-02-18,2026-02-18
L0011868,C006442,Business,6778212.23,6276178.9,9.32,36,Current,2023-11-25,2023-12-14,2026-12-14
L0011869,C008053,Auto,1283128.17,933400.21,11.58,48,Current,2022-08-11,2022-08-21,2026-08-21
L0011870,C001976,Personal,67443.38,0.0,16.06,24,Closed,2022-08-27,2022-09-22,2024-09-22
L0011871,C003456,Mortgage,3645240.14,2544078.48,10.21,60,Current,2023-03-23,2023-04-12,2028-04-12
L0011872,C008041,Mortgage,2133204.71,1766866.17,9.26,240,Current,2021-10-24,2021-10-26,2041-10-26
L0011873,C000317,Personal,207476.97,0.0,15.47,48,Paid Off,2022-06-13,2022-06-17,2026-06-17
L0011874,C003177,Mortgage,9597059.3,8902878.75,8.36,180,Current,2023-12-13,2023-12-17,2038-12-17
L0011875,C006846,Auto,2930295.19,2642053.36,11.22,60,Current,2023-01-24,2023-02-14,2028-02-14
L0011876,C000943,Mortgage,12054052.8,10900008.14,9.4,180,Current,2022-11-09,2022-11-14,2037-11-14
L0011877,C008168,Education,329467.72,0.0,11.68,24,Paid Off,2021-06-01,2021-06-04,2023-06-04
L0011878,C007876,Mortgage,10383910.53,8541840.87,8.6,180,Current,2023-11-16,2023-11-28,2038-11-28
L0011879,C000822,Education,1332400.88,0.0,10.25,48,Paid Off,2021-01-29,2021-02-10,2025-02-10
L0011880,C005200,Mortgage,12697549.97,8111161.84,12.27,120,Delinquent,2024-07-10,2024-07-14,2034-07-14
L0011881,C007657,Personal,880990.25,0.0,13.3,24,Paid Off,2022-07-17,2022-08-15,2024-08-15
L0011882,C006836,Personal,962912.28,0.0,14.59,36,Paid Off,2021-05-15,2021-06-02,2024-06-02
L0011883,C006541,Auto,4000000.0,3290129.36,10.01,60,Current,2024-02-17,2024-03-02,2029-03-02
L0011884,C000563,Auto,1955368.32,0.0,13.1,24,Paid Off,2022-06-10,2022-07-13,2024-07-13
L0011885,C009140,Mortgage,13391631.9,0.0,10.6,240,Paid Off,2021-02-21,2021-03-20,2041-03-20
L0011886,C005127,Personal,780748.29,606026.08,12.95,24,Current,2023-11-07,2023-11-10,2025-11-10
L0011887,C007518,Personal,781905.01,706813.75,14.58,60,Current,2024-07-31,2024-08-30,2029-08-30
L0011888,C006727,Mortgage,3007653.17,1103625.53,9.57,240,Delinquent,2024-03-03,2024-03-29,2044-03-29
L0011889,C000925,Education,1657666.29,0.0,10.27,48,Paid Off,2021-01-07,2021-02-01,2025-02-01
L0011890,C008824,Personal,1158398.25,892948.73,16.21,24,Current,2023-09-02,2023-09-13,2025-09-13
L0011891,C009946,Personal,467389.18,0.0,14.34,48,Paid Off,2022-05-02,2022-06-05,2026-06-05
L0011892,C000849,Personal,759655.24,0.0,15.42,48,Paid Off,2022-10-06,2022-10-18,2026-10-18
L0011893,C001832,Business,4700887.96,4288124.13,12.2,36,Current,2024-10-06,2024-10-31,2027-10-31
L0011894,C003668,Business,6871657.69,5764478.21,16.65,84,Current,2023-10-14,2023-11-01,2030-11-01
L0011895,C005070,Personal,378186.63,0.0,15.96,24,Paid Off,2021-11-01,2021-11-03,2023-11-03
L0011896,C006203,Personal,472930.3,202398.98,14.02,60,Delinquent,2023-11-26,2023-12-02,2028-12-02
L0011897,C006776,Auto,781859.56,31228.34,10.96,24,Closed,2021-10-31,2021-11-04,2023-11-04
L0011898,C005621,Business,1837188.22,1498583.5,13.29,84,Current,2023-05-05,2023-05-10,2030-05-10
L0011899,C001136,Personal,1500000.0,1271142.4,15.11,60,Current,2022-10-22,2022-11-20,2027-11-20
L0011900,C005822,Mortgage,8307668.67,7882527.45,9.15,120,Current,2021-08-04,2021-08-16,2031-08-16
L0011901,C003917,Education,1174352.37,0.0,12.23,24,Paid Off,2022-06-26,2022-07-23,2024-07-23
L0011902,C000443,Business,8000000.0,6697534.8,12.85,36,Current,2022-03-25,2022-04-25,2025-04-25
L0011903,C001905,Personal,200231.95,177641.74,15.17,60,Current,2024-08-24,2024-09-11,2029-09-11
L0011904,C004012,Auto,2882307.83,2457842.33,10.72,48,Current,2022-01-22,2022-02-14,2026-02-14
L0011905,C002520,Education,1344668.86,1035823.91,11.11,24,Default,2023-04-07,2023-04-17,2025-04-17
L0011906,C007923,Mortgage,2121810.68,2006964.99,9.29,60,Current,2023-02-17,2023-03-20,2028-03-20
L0011907,C005155,Education,892060.45,520029.79,6.5,60,Current,2022-06-29,2022-07-07,2027-07-07
L0011908,C002622,Business,1963748.63,0.0,13.38,48,Closed,2021-02-22,2021-02-24,2025-02-24
L0011909,C002835,Personal,901350.59,724218.76,16.73,24,Current,2024-09-11,2024-10-01,2026-10-01
L0011910,C005249,Auto,446966.1,372198.27,11.7,24,Current,2024-06-01,2024-07-02,2026-07-02
L0011911,C003668,Auto,439452.18,325190.91,11.43,36,Delinquent,2021-07-22,2021-07-28,2024-07-28
L0011912,C006485,Business,7575209.69,0.0,13.57,24,Closed,2023-02-21,2023-02-24,2025-02-24
L0011913,C007079,Education,800055.3,620980.91,10.03,60,Current,2023-12-03,2023-12-19,2028-12-19
L0011914,C003421,Business,2459000.49,1777891.44,11.98,60,Current,2023-10-20,2023-10-23,2028-10-23
L0011915,C006332,Personal,811682.48,721923.19,16.48,60,Current,2024-10-05,2024-10-24,2029-10-24
L0011916,C007711,Personal,461488.64,307616.83,12.89,12,Current,2024-08-14,2024-08-31,2025-08-31
L0011917,C000885,Personal,1428643.29,0.0,15.33,60,Closed,2021-01-12,2021-02-11,2026-02-11
L0011918,C005760,Business,5342780.1,3938137.97,14.37,36,Current,2023-09-28,2023-10-21,2026-10-21
L0011919,C007999,Auto,3260265.57,0.0,10.75,36,Paid Off,2021-07-04,2021-07-21,2024-07-21
L0011920,C007356,Personal,443088.67,329079.29,16.23,60,Current,2022-06-09,2022-07-10,2027-07-10
L0011921,C009453,Personal,817521.38,741223.87,14.58,12,Current,2024-02-07,2024-03-03,2025-03-03
L0011922,C002166,Mortgage,8436060.96,8096896.26,9.52,60,Current,2021-01-11,2021-01-17,2026-01-17
L0011923,C004589,Education,1250216.42,475679.65,10.53,48,Delinquent,2023-04-10,2023-05-04,2027-05-04
L0011924,C005214,Education,1924240.13,1142889.12,7.12,36,Current,2022-03-19,2022-04-13,2025-04-13
L0011925,C001552,Personal,1500000.0,1384223.55,15.18,60,Current,2023-07-25,2023-08-10,2028-08-10
L0011926,C002026,Education,2000000.0,0.0,9.79,24,Closed,2024-01-14,2024-01-26,2026-01-26
L0011927,C007128,Business,5607476.72,3461080.03,15.32,36,Current,2023-08-23,2023-09-14,2026-09-14
L0011928,C008233,Personal,560295.12,461496.06,15.65,48,Current,2022-03-12,2022-03-26,2026-03-26
L0011929,C001024,Mortgage,1086897.94,1008034.96,8.85,240,Current,2022-10-22,2022-11-13,2042-11-13
L0011930,C002381,Mortgage,9488177.8,8212008.9,9.62,240,Current,2022-05-22,2022-06-02,2042-06-02
L0011931,C007206,Personal,1197060.12,0.0,15.52,12,Paid Off,2022-04-05,2022-05-04,2023-05-04
L0011932,C000294,Auto,2140858.24,0.0,11.23,36,Closed,2021-07-10,2021-07-30,2024-07-30
L0011933,C003235,Personal,685197.05,463951.88,15.6,24,Current,2023-08-17,2023-08-23,2025-08-23
L0011934,C008358,Mortgage,4260214.73,3794302.8,6.79,180,Current,2022-10-07,2022-10-28,2037-10-28
L0011935,C007686,Mortgage,5100767.04,4318787.64,7.41,60,Current,2023-11-28,2023-12-23,2028-12-23
L0011936,C003922,Mortgage,3643974.36,2536558.89,9.48,60,Current,2022-04-30,2022-05-23,2027-05-23
L0011937,C001936,Personal,932439.35,642649.53,12.03,36,Current,2022-11-12,2022-12-11,2025-12-11
L0011938,C005711,Personal,486865.05,439465.17,15.68,48,Current,2024-09-16,2024-10-12,2028-10-12
L0011939,C003103,Auto,1641287.98,1160188.11,13.03,36,Current,2022-05-27,2022-06-10,2025-06-10
L0011940,C005431,Auto,3714600.74,3078713.17,14.01,60,Current,2023-10-27,2023-11-27,2028-11-27
L0011941,C001521,Personal,802516.75,521880.38,14.63,36,Default,2024-08-03,2024-08-20,2027-08-20
L0011942,C001959,Education,1934434.02,1561462.81,12.37,36,Current,2023-12-21,2024-01-10,2027-01-10
L0011943,C006808,Mortgage,5530811.39,4595770.28,11.05,120,Current,2022-03-20,2022-04-12,2032-04-12
L0011944,C005890,Mortgage,5748002.8,5489640.07,12.65,120,Current,2021-05-25,2021-06-03,2031-06-03
L0011945,C004163,Education,1839156.72,1276119.71,8.74,24,Current,2023-10-30,2023-11-18,2025-11-18
L0011946,C009081,Personal,362177.51,0.0,13.4,36,Paid Off,2021-05-29,2021-06-30,2024-06-30
L0011947,C004453,Personal,682693.87,483281.87,15.15,48,Current,2021-11-28,2021-12-30,2025-12-30
L0011948,C001863,Mortgage,15000000.0,12633746.24,7.41,240,Current,2022-02-08,2022-03-12,2042-03-12
L0011949,C008389,Personal,1269778.35,806301.9,14.05,60,Current,2022-07-15,2022-08-13,2027-08-13
L0011950,C009501,Mortgage,15000000.0,13197889.09,11.27,60,Current,2024-08-19,2024-08-30,2029-08-30
L0011951,C008602,Auto,2106503.15,0.0,12.11,36,Paid Off,2021-08-08,2021-09-10,2024-09-10
L0011952,C007637,Business,6597863.04,2389409.07,11.08,84,Delinquent,2023-09-17,2023-10-15,2030-10-15
L0011953,C009350,Auto,775844.13,630807.36,11.77,48,Current,2024-04-12,2024-05-02,2028-05-02
L0011954,C002801,Auto,668445.29,0.0,11.04,36,Paid Off,2021-07-15,2021-07-30,2024-07-30
L0011955,C001548,Education,1221200.24,1108511.14,8.02,48,Current,2024-03-08,2024-03-29,2028-03-29
L0011956,C007451,Mortgage,9090536.69,7677418.11,8.39,180,Current,2023-10-09,2023-11-07,2038-11-07
L0011957,C008467,Personal,982619.47,432847.79,13.84,36,Current,2022-09-10,2022-09-18,2025-09-18
L0011958,C009888,Personal,672427.22,0.0,15.41,36,Paid Off,2021-02-17,2021-03-08,2024-03-08
L0011959,C004376,Auto,984007.58,815988.02,12.07,48,Current,2022-03-20,2022-04-12,2026-04-12
L0011960,C003478,Personal,761984.46,419460.96,14.56,60,Current,2022-02-22,2022-03-18,2027-03-18
L0011961,C006759,Business,4235520.31,3004918.01,12.06,24,Delinquent,2021-11-23,2021-12-20,2023-12-20
L0011962,C001757,Personal,478148.02,397048.11,15.67,36,Current,2022-07-01,2022-07-28,2025-07-28
L0011963,C000028,Education,969911.78,837827.19,9.73,48,Current,2024-05-21,2024-06-06,2028-06-06
L0011964,C005239,Personal,1338852.24,834148.41,17.31,60,Current,2022-06-29,2022-07-25,2027-07-25
L0011965,C006363,Business,4018312.35,3066705.44,12.26,48,Current,2023-08-17,2023-09-15,2027-09-15
L0011966,C005054,Mortgage,14341733.57,13421594.19,11.24,180,Current,2024-04-03,2024-05-06,2039-05-06
L0011967,C001930,Mortgage,3793766.56,3436908.92,10.89,120,Current,2021-12-03,2021-12-22,2031-12-22
L0011968,C006360,Business,2332388.98,0.0,12.02,24,Paid Off,2022-05-30,2022-07-03,2024-07-03
L0011969,C002446,Business,1480577.8,1190986.39,14.33,24,Current,2023-12-01,2023-12-16,2025-12-16
L0011970,C004119,Mortgage,11663646.06,9158800.08,8.98,120,Current,2021-08-09,2021-09-01,2031-09-01
L0011971,C003075,Auto,1856517.94,1537462.97,12.01,36,Current,2024-08-25,2024-09-11,2027-09-11
L0011972,C001381,Personal,89529.79,0.0,16.36,24,Paid Off,2021-05-04,2021-05-22,2023-05-22
L0011973,C008447,Personal,835801.73,614599.8,11.47,24,Current,2023-11-09,2023-11-24,2025-11-24
L0011974,C006092,Mortgage,11274960.46,8048247.05,8.29,60,Current,2022-11-03,2022-11-25,2027-11-25
L0011975,C006493,Mortgage,1468358.6,1286672.32,12.31,180,Current,2023-02-18,2023-03-21,2038-03-21
L0011976,C009633,Education,1415293.68,0.0,8.14,48,Paid Off,2022-06-07,2022-06-13,2026-06-13
L0011977,C000482,Personal,1070375.24,692259.45,14.54,12,Current,2024-07-09,2024-08-08,2025-08-08
L0011978,C002282,Mortgage,14323173.1,13641989.19,8.84,240,Current,2022-11-14,2022-11-21,2042-11-21
L0011979,C002090,Personal,498245.98,0.0,13.83,24,Closed,2021-03-20,2021-03-22,2023-03-22
L0011980,C008436,Business,844296.7,773325.7,14.01,84,Current,2022-04-12,2022-05-01,2029-05-01
L0011981,C006298,Personal,1500000.0,0.0,12.6,24,Paid Off,2021-05-06,2021-05-11,2023-05-11
L0011982,C003953,Mortgage,3080697.17,2838902.66,10.41,240,Current,2022-01-23,2022-02-06,2042-02-06
L0011983,C001873,Business,6804834.51,6238161.79,11.42,36,Current,2023-07-21,2023-08-17,2026-08-17
L0011984,C008415,Personal,1042834.91,903041.77,14.54,12,Current,2024-05-12,2024-05-30,2025-05-30
L0011985,C008482,Education,502096.83,0.0,7.34,24,Paid Off,2023-01-26,2023-02-03,2025-02-03
L0011986,C004901,Personal,1500000.0,108401.96,17.28,24,Closed,2021-02-15,2021-03-04,2023-03-04
L0011987,C009189,Personal,277615.23,239330.42,15.66,60,Current,2024-10-26,2024-11-19,2029-11-19
L0011988,C005754,Personal,1106224.03,901528.77,11.81,60,Current,2021-02-08,2021-02-11,2026-02-11
L0011989,C005399,Mortgage,3477480.08,0.0,10.51,60,Paid Off,2021-05-21,2021-06-07,2026-06-07
L0011990,C002287,Auto,1712020.96,1229462.96,12.66,60,Current,2022-07-11,2022-07-21,2027-07-21
