customer_id,age,gender,employment_status,annual_income,customer_segment,city,region,customer_since
C003797,45,Female,Self-Employed,90540.31,Mass Market,Karachi,Sindh,2017-12-28
C003798,43,Female,Self-Employed,111170.33,Mass Market,Swat,Khyber Pakhtunkhwa,2020-05-01
C003799,39,Male,Salaried,34536.33,Mass Market,Gujranwala,Punjab,2016-01-20
C003800,54,Male,Salaried,119010.34,Mass Affluent,Gujranwala,Punjab,2016-06-21
C003801,42,Female,Business Owner,93093.93,Mass Market,Rawalpindi,Punjab,2021-10-30
C003802,41,Male,Salaried,133690.83,Mass Affluent,Faisalabad,Punjab,2016-03-30
C003803,43,Male,Self-Employed,49833.22,Mass Market,Multan,Punjab,2016-11-06
C003804,33,Male,Self-Employed,139477.87,Mass Affluent,Sialkot,Punjab,2023-01-11
C003805,50,Male,Salaried,149665.39,Mass Affluent,Gujranwala,Punjab,2015-11-13
C003806,29,Male,Salaried,39100.93,Mass Market,Lahore,Punjab,2020-08-21
C003807,44,Male,Business Owner,62106.25,Mass Market,Sukkur,Sindh,2021-03-16
C003808,52,Male,Salaried,68987.91,Mass Market,Hyderabad,Sindh,2015-10-22
C003809,28,Male,Salaried,107879.33,Mass Affluent,Turbat,Balochistan,2019-11-30
C003810,24,Female,Unemployed,12445.85,Premium,Mardan,Khyber Pakhtunkhwa,2018-09-15
C003811,28,Male,Salaried,48908.31,Mass Market,Karachi,Sindh,2018-12-15
C003812,59,Female,Business Owner,89890.09,Mass Affluent,Rawalpindi,Punjab,2017-11-29
C003813,32,Female,Salaried,179606.84,Mass Affluent,Larkana,Sindh,2015-06-25
C003814,26,Male,Salaried,89456.39,Mass Affluent,Sialkot,Punjab,2019-07-11
C003815,43,Male,Self-Employed,64468.78,Mass Market,Hyderabad,Sindh,2015-02-12
C003816,21,Female,Salaried,542157.22,Premium,Gujranwala,Punjab,2018-10-12
C003817,28,Male,Business Owner,45878.4,Mass Market,Faisalabad,Punjab,2018-10-01
C003818,55,Male,Salaried,471488.21,Affluent,Sialkot,Punjab,2020-06-20
C003819,28,Male,Self-Employed,57091.02,Mass Market,Larkana,Sindh,2020-06-03
C003820,36,Male,Business Owner,100802.45,Mass Affluent,Abbottabad,Khyber Pakhtunkhwa,2021-10-18
C003821,42,Male,Self-Employed,467316.4,Premium,Peshawar,Khyber Pakhtunkhwa,2022-11-21
C003822,42,Female,Salaried,318503.73,Affluent,Karachi,Sindh,2019-08-08
C003823,33,Female,Salaried,82141.88,Mass Market,Larkana,Sindh,2020-05-14
C003824,45,Male,Salaried,453809.02,Affluent,Sialkot,Punjab,2019-08-29
C003825,55,Male,Retired,39302.29,Mass Market,Mardan,Khyber Pakhtunkhwa,2019-05-21
C003826,27,Male,Self-Employed,119223.12,Mass Affluent,Hyderabad,Sindh,2020-05-25
C003827,34,Male,Self-Employed,63061.3,Mass Market,Faisalabad,Punjab,2016-07-31
C003828,38,Female,Salaried,138523.75,Mass Affluent,Multan,Punjab,2015-04-18
C003829,47,Male,Salaried,44744.25,Mass Market,Quetta,Balochistan,2016-06-01
C003830,39,Female,Salaried,104591.38,Mass Market,Hyderabad,Sindh,2016-07-13
C003831,38,Male,Salaried,60508.8,Mass Market,Sukkur,Sindh,2020-07-01
C003832,22,Male,Salaried,73519.14,Mass Market,Karachi,Sindh,2015-12-18
C003833,27,Female,Salaried,70501.73,Mass Market,Faisalabad,Punjab,2018-03-12
C003834,41,Female,Salaried,326452.4,Affluent,Sukkur,Sindh,2015-12-16
C003835,33,Male,Self-Employed,88763.69,Mass Affluent,Faisalabad,Punjab,2016-05-26
C003836,35,Female,Salaried,129684.2,Mass Affluent,Hyderabad,Sindh,2020-10-11
C003837,38,Female,Salaried,309270.8,Mass Affluent,Sukkur,Sindh,2018-08-02
C003838,65,Male,Business Owner,109669.21,Mass Market,Sialkot,Punjab,2022-04-23
C003839,34,Female,Self-Employed,63688.72,Mass Market,Peshawar,Khyber Pakhtunkhwa,2021-08-15
C003840,54,Female,Salaried,52192.36,Mass Market,Rawalpindi,Punjab,2017-03-24
C003841,53,Male,Business Owner,25831.34,Mass Market,Karachi,Sindh,2015-09-13
C003842,48,Male,Salaried,107613.56,Mass Affluent,Hyderabad,Sindh,2023-08-30
C003843,30,Female,Self-Employed,126183.25,Mass Affluent,Larkana,Sindh,2016-03-13
C003844,41,Male,Student,56242.94,Mass Affluent,Larkana,Sindh,2021-02-20
C003845,35,Female,Salaried,118322.64,Mass Affluent,Islamabad,Islamabad Capital,2020-04-07
C003846,61,Male,Self-Employed,76010.27,Mass Market,Larkana,Sindh,2022-05-19
C003847,44,Male,Salaried,88889.97,Mass Affluent,Abbottabad,Khyber Pakhtunkhwa,2019-12-14
C003848,37,Male,Salaried,66549.91,Mass Market,Karachi,Sindh,2015-01-27
C003849,59,Male,Salaried,268510.83,Affluent,Lahore,Punjab,2016-05-23
C003850,35,Female,Salaried,42908.47,Mass Market,Sialkot,Punjab,2022-06-21
C003851,45,Male,Salaried,113352.72,Mass Market,Rawalpindi,Punjab,2020-05-30
C003852,47,Female,Salaried,79719.35,Mass Market,Lahore,Punjab,2021-12-03
C003853,43,Female,Salaried,44501.04,Mass Market,Gujranwala,Punjab,2020-09-08
C003854,38,Male,Salaried,73032.17,Mass Market,Rawalpindi,Punjab,2023-11-03
C003855,48,Male,Salaried,35387.16,Mass Market,Karachi,Sindh,2015-09-30
C003856,32,Female,Salaried,101029.48,Mass Affluent,Faisalabad,Punjab,2015-09-27
C003857,51,Male,Salaried,463713.14,Affluent,Mardan,Khyber Pakhtunkhwa,2021-07-12
C003858,36,Male,Salaried,68574.46,Mass Market,Hyderabad,Sindh,2015-05-18
C003859,54,Male,Business Owner,66513.14,Mass Market,Larkana,Sindh,2016-01-05
C003860,51,Female,Unemployed,9089.05,Affluent,Faisalabad,Punjab,2021-07-10
C003861,45,Female,Salaried,75688.8,Mass Market,Karachi,Sindh,2021-10-28
C003862,38,Female,Salaried,253076.04,Affluent,Sialkot,Punjab,2022-08-08
C003863,51,Male,Student,30377.94,Mass Market,Hyderabad,Sindh,2017-03-05
C003864,45,Female,Self-Employed,31580.55,Mass Market,Faisalabad,Punjab,2021-01-14
C003865,21,Male,Unemployed,15213.01,Mass Market,Islamabad,Islamabad Capital,2017-01-10
C003866,30,Female,Business Owner,57829.74,Mass Market,Faisalabad,Punjab,2023-12-08
C003867,41,Female,Business Owner,160079.65,Mass Affluent,Hyderabad,Sindh,2021-01-10
C003868,42,Male,Salaried,247470.13,Affluent,Gujranwala,Punjab,2021-12-05
C003869,47,Female,Salaried,30459.61,Mass Market,Sukkur,Sindh,2020-12-16
C003870,56,Male,Self-Employed,134758.98,Affluent,Sukkur,Sindh,2023-11-15
C003871,45,Female,Self-Employed,58467.4,Mass Market,Rawalpindi,Punjab,2017-06-06
C003872,21,Male,Business Owner,50038.36,Mass Market,Sialkot,Punjab,2021-11-12
C003873,41,Male,Unemployed,11107.5,Affluent,Faisalabad,Punjab,2023-09-08
C003874,52,Female,Salaried,185940.46,Affluent,Sialkot,Punjab,2016-11-26
C003875,40,Male,Salaried,136779.39,Mass Affluent,Islamabad,Islamabad Capital,2018-06-29
C003876,41,Male,Student,58745.67,Mass Market,Lahore,Punjab,2021-05-03
C003877,34,Male,Student,19965.71,Mass Market,Rawalpindi,Punjab,2018-08-23
C003878,49,Female,Business Owner,98916.25,Mass Market,Islamabad,Islamabad Capital,2021-04-28
C003879,35,Female,Self-Employed,112777.59,Mass Affluent,Multan,Punjab,2016-10-21
C003880,46,Female,Unemployed,23983.07,Mass Market,Rawalpindi,Punjab,2015-09-05
C003881,44,Male,Salaried,217306.62,Mass Affluent,Mardan,Khyber Pakhtunkhwa,2015-07-10
C003882,40,Male,Salaried,56506.3,Mass Market,Quetta,Balochistan,2016-09-13
C003883,44,Male,Salaried,60595.1,Mass Market,Swat,Khyber Pakhtunkhwa,2022-05-16
C003884,41,Male,Salaried,52041.46,Mass Market,Sukkur,Sindh,2021-02-01
C003885,53,Female,Business Owner,75150.81,Mass Market,Islamabad,Islamabad Capital,2018-01-04
C003886,46,Male,Salaried,183166.92,Mass Affluent,Faisalabad,Punjab,2021-01-18
C003887,50,Male,Self-Employed,714253.61,Premium,Islamabad,Islamabad Capital,2019-05-31
C003888,31,Male,Salaried,256621.35,Affluent,Abbottabad,Khyber Pakhtunkhwa,2016-07-29
C003889,30,Female,Business Owner,73526.03,Mass Affluent,Turbat,Balochistan,2022-01-20
C003890,40,Male,Salaried,58905.9,Mass Market,Multan,Punjab,2015-05-08
C003891,47,Female,Self-Employed,260303.22,Affluent,Faisalabad,Punjab,2015-12-19
C003892,45,Male,Salaried,306270.32,Affluent,Hyderabad,Sindh,2017-04-28
C003893,31,Male,Salaried,292706.57,Affluent,Larkana,Sindh,2020-07-24
C003894,48,Female,Salaried,109055.8,Mass Market,Karachi,Sindh,2018-03-13
C003895,32,Male,Self-Employed,46049.13,Mass Market,Turbat,Balochistan,2018-04-08
C003896,46,Male,Self-Employed,71445.47,Mass Affluent,Larkana,Sindh,2019-11-05
C003897,42,Male,Unemployed,17478.38,Mass Market,Multan,Punjab,2022-07-07
C003898,37,Female,Retired,86396.2,Mass Market,Faisalabad,Punjab,2017-12-13
C003899,33,Female,Salaried,90514.25,Mass Market,Faisalabad,Punjab,2018-07-02
C003900,40,Female,Salaried,79406.66,Mass Affluent,Sialkot,Punjab,2015-05-06
C003901,40,Male,Salaried,38555.54,Mass Market,Multan,Punjab,2023-08-01
C003902,27,Female,Salaried,152142.69,Mass Affluent,Swat,Khyber Pakhtunkhwa,2022-08-04
C003903,46,Male,Salaried,179517.15,Mass Affluent,Hyderabad,Sindh,2018-05-12
C003904,52,Male,Student,48810.92,Mass Market,Sukkur,Sindh,2022-08-18
C003905,48,Male,Retired,107464.62,Mass Market,Faisalabad,Punjab,2015-04-14
C003906,42,Male,Salaried,207660.74,Affluent,Karachi,Sindh,2015-08-28
C003907,34,Male,Business Owner,77025.93,Mass Market,Swat,Khyber Pakhtunkhwa,2019-12-04
C003908,40,Female,Student,39443.99,Mass Market,Gwadar,Balochistan,2020-01-04
C003909,38,Female,Salaried,45121.3,Mass Market,Sukkur,Sindh,2016-03-01
C003910,40,Female,Student,36512.7,Mass Market,Mardan,Khyber Pakhtunkhwa,2019-08-10
C003911,49,Male,Unemployed,12878.53,Mass Affluent,Sukkur,Sindh,2016-04-02
C003912,38,Male,Unemployed,22892.64,Mass Market,Larkana,Sindh,2019-02-02
C003913,21,Male,Business Owner,151613.88,Affluent,Mardan,Khyber Pakhtunkhwa,2019-05-03
C003914,48,Female,Salaried,44770.41,Mass Market,Multan,Punjab,2016-11-15
C003915,43,Male,Salaried,1314726.74,Premium,Multan,Punjab,2017-08-02
C003916,41,Male,Unemployed,41494.84,Mass Affluent,Sialkot,Punjab,2019-08-24
C003917,26,Female,Salaried,41710.92,Mass Market,Karachi,Sindh,2019-11-20
C003918,30,Male,Salaried,112424.17,Mass Affluent,Sukkur,Sindh,2023-11-05
C003919,31,Female,Salaried,62777.5,Mass Market,Karachi,Sindh,2020-12-06
C003920,33,Male,Salaried,391685.92,Affluent,Hyderabad,Sindh,2021-10-03
C003921,34,Female,Salaried,164604.69,Mass Affluent,Lahore,Punjab,2023-02-05
C003922,26,Female,Business Owner,46397.15,Mass Market,Abbottabad,Khyber Pakhtunkhwa,2018-06-02
C003923,63,Male,Self-Employed,97275.17,Mass Market,Faisalabad,Punjab,2017-08-02
C003924,56,Male,Salaried,851784.22,Premium,Gwadar,Balochistan,2020-04-08
C003925,42,Male,Salaried,109769.61,Mass Affluent,Sialkot,Punjab,2019-08-05
C003926,39,Male,Self-Employed,57147.13,Mass Market,Hyderabad,Sindh,2020-10-08
C003927,59,Male,Business Owner,75384.28,Mass Market,Karachi,Sindh,2021-11-06
C003928,57,Male,Retired,127565.38,Mass Market,Peshawar,Khyber Pakhtunkhwa,2020-06-09
C003929,31,Male,Student,15107.51,Mass Affluent,Multan,Punjab,2020-03-29
C003930,42,Male,Salaried,133527.23,Mass Affluent,Quetta,Balochistan,2022-05-10
C003931,37,Female,Student,52341.28,Affluent,Hyderabad,Sindh,2018-04-01
C003932,36,Male,Self-Employed,104657.55,Mass Affluent,Sukkur,Sindh,2016-08-18
C003933,37,Female,Self-Employed,104452.25,Mass Affluent,Larkana,Sindh,2015-10-11
C003934,38,Female,Business Owner,89568.85,Mass Market,Lahore,Punjab,2016-07-14
C003935,41,Male,Salaried,159287.72,Mass Affluent,Larkana,Sindh,2016-09-16
C003936,41,Male,Salaried,133602.06,Mass Market,Faisalabad,Punjab,2018-12-25
C003937,55,Female,Business Owner,225488.31,Affluent,Gujranwala,Punjab,2015-05-02
C003938,30,Female,Salaried,63209.57,Mass Market,Karachi,Sindh,2021-12-16
C003939,50,Male,Business Owner,146235.82,Mass Affluent,Karachi,Sindh,2020-07-12
C003940,27,Male,Salaried,393586.77,Affluent,Multan,Punjab,2017-04-28
C003941,42,Male,Self-Employed,217833.56,Mass Affluent,Gujranwala,Punjab,2019-07-21
C003942,50,Female,Student,51745.85,Mass Market,Faisalabad,Punjab,2015-10-11
C003943,45,Female,Salaried,85757.18,Mass Affluent,Faisalabad,Punjab,2017-09-10
C003944,36,Male,Salaried,45796.64,Mass Market,Sukkur,Sindh,2019-05-04
C003945,42,Female,Self-Employed,63344.05,Mass Market,Faisalabad,Punjab,2023-07-18
C003946,57,Male,Salaried,199175.02,Mass Affluent,Turbat,Balochistan,2020-11-10
C003947,32,Male,Salaried,75030.91,Mass Affluent,Rawalpindi,Punjab,2019-07-05
C003948,45,Female,Business Owner,38464.8,Mass Market,Gujranwala,Punjab,2023-12-16
C003949,50,Female,Salaried,373346.87,Affluent,Gwadar,Balochistan,2023-11-27
C003950,35,Male,Self-Employed,36699.61,Mass Market,Rawalpindi,Punjab,2019-10-23
C003951,58,Male,Salaried,182596.89,Affluent,Rawalpindi,Punjab,2018-04-23
C003952,62,Male,Salaried,200220.38,Mass Affluent,Islamabad,Islamabad Capital,2018-04-04
C003953,51,Male,Salaried,257414.42,Affluent,Islamabad,Islamabad Capital,2020-08-07
C003954,51,Female,Unemployed,37672.55,Affluent,Mardan,Khyber Pakhtunkhwa,2022-01-28
C003955,21,Female,Self-Employed,1051216.46,Premium,Faisalabad,Punjab,2017-10-15
C003956,24,Male,Salaried,86799.71,Mass Affluent,Larkana,Sindh,2022-08-20
C003957,38,Female,Salaried,37115.34,Mass Market,Islamabad,Islamabad Capital,2023-05-22
C003958,32,Female,Self-Employed,111435.43,Mass Market,Islamabad,Islamabad Capital,2020-02-04
C003959,46,Male,Self-Employed,142052.53,Mass Affluent,Rawalpindi,Punjab,2017-04-23
C003960,21,Male,Salaried,77682.68,Mass Market,Gujranwala,Punjab,2017-09-04
C003961,46,Male,Salaried,248782.16,Affluent,Faisalabad,Punjab,2016-10-07
C003962,37,Female,Salaried,57618.12,Mass Market,Faisalabad,Punjab,2017-05-19
C003963,33,Male,Self-Employed,214296.08,Affluent,Sukkur,Sindh,2020-09-23
C003964,60,Male,Business Owner,67709.75,Mass Market,Multan,Punjab,2015-06-16
C003965,36,Female,Self-Employed,384026.41,Affluent,Rawalpindi,Punjab,2017-12-05
C003966,21,Male,Business Owner,301648.59,Affluent,Gujranwala,Punjab,2022-08-15
C003967,44,Female,Salaried,89791.39,Mass Market,Larkana,Sindh,2022-11-05
C003968,43,Female,Self-Employed,167209.05,Mass Affluent,Sialkot,Punjab,2015-09-05
C003969,37,Male,Self-Employed,40283.28,Mass Market,Sukkur,Sindh,2016-02-04
C003970,65,Female,Salaried,123042.73,Mass Affluent,Lahore,Punjab,2017-02-10
C003971,41,Female,Retired,126851.58,Mass Affluent,Islamabad,Islamabad Capital,2015-07-21
C003972,50,Female,Salaried,79889.91,Mass Market,Sialkot,Punjab,2020-02-09
C003973,43,Female,Self-Employed,71503.6,Mass Market,Larkana,Sindh,2015-04-01
C003974,53,Male,Self-Employed,62975.77,Mass Market,Sialkot,Punjab,2017-03-18
C003975,35,Female,Student,59185.63,Mass Market,Multan,Punjab,2017-09-23
C003976,27,Female,Salaried,63980.35,Mass Affluent,Lahore,Punjab,2022-11-21
C003977,47,Female,Student,14649.87,Mass Market,Gujranwala,Punjab,2022-04-02
C003978,42,Female,Salaried,229945.09,Affluent,Rawalpindi,Punjab,2021-09-18
C003979,48,Female,Salaried,687739.9,Premium,Larkana,Sindh,2023-04-19
C003980,32,Male,Student,30422.63,Affluent,Karachi,Sindh,2023-11-04
C003981,44,Male,Salaried,129935.41,Mass Affluent,Lahore,Punjab,2023-02-16
C003982,21,Male,Self-Employed,36403.31,Mass Market,Sukkur,Sindh,2023-06-28
C003983,34,Male,Salaried,151730.77,Mass Affluent,Hyderabad,Sindh,2023-05-19
C003984,31,Female,Retired,146054.71,Mass Affluent,Lahore,Punjab,2016-12-18
C003985,44,Male,Business Owner,357680.61,Premium,Lahore,Punjab,2017-09-08
C003986,34,Male,Salaried,53629.1,Mass Market,Rawalpindi,Punjab,2019-04-10
C003987,24,Male,Business Owner,69163.54,Mass Market,Faisalabad,Punjab,2019-12-20
C003988,33,Female,Salaried,1171418.87,Premium,Sukkur,Sindh,2019-02-02
C003989,46,Male,Self-Employed,185108.6,Affluent,Islamabad,Islamabad Capital,2018-02-25
C003990,40,Female,Business Owner,81011.44,Mass Market,Islamabad,Islamabad Capital,2018-12-10
C003991,31,Male,Business Owner,86355.67,Mass Affluent,Islamabad,Islamabad Capital,2021-05-08
C003992,48,Male,Self-Employed,37022.04,Mass Market,Gujranwala,Punjab,2021-09-10
C003993,56,Male,Student,38528.11,Mass Affluent,Faisalabad,Punjab,2023-03-06
C003994,49,Female,Self-Employed,75508.85,Mass Market,Sialkot,Punjab,2022-03-26
C003995,21,Male,Retired,110287.14,Mass Market,Multan,Punjab,2016-06-25
C003996,42,Male,Salaried,53237.48,Mass Market,Faisalabad,Punjab,2016-10-26
C003997,37,Male,Salaried,71401.63,Mass Market,Sialkot,Punjab,2019-05-03
C003998,21,Male,Business Owner,60937.98,Mass Market,Sukkur,Sindh,2022-10-09
C003999,25,Male,Salaried,62573.49,Mass Market,Faisalabad,Punjab,2019-01-14
C004000,48,Male,Salaried,53463.79,Mass Market,Faisalabad,Punjab,2016-02-26
C004001,41,Male,Business Owner,87976.22,Mass Affluent,Peshawar,Khyber Pakhtunkhwa,2023-03-02
C004002,40,Female,Self-Employed,247208.26,Mass Affluent,Multan,Punjab,2020-04-29
C004003,32,Male,Salaried,221339.66,Mass Affluent,Mardan,Khyber Pakhtunkhwa,2022-12-20
C004004,51,Female,Salaried,109793.89,Mass Market,Lahore,Punjab,2018-03-31
C004005,25,Female,Salaried,48881.79,Mass Market,Karachi,Sindh,2022-10-01
C004006,29,Female,Salaried,216081.81,Affluent,Lahore,Punjab,2015-06-30
C004007,36,Female,Salaried,239200.12,Affluent,Karachi,Sindh,2021-09-17
C004008,22,Male,Student,29369.05,Premium,Rawalpindi,Punjab,2023-11-08
C004009,29,Male,Salaried,279979.56,Affluent,Multan,Punjab,2023-04-02
C004010,51,Male,Business Owner,105754.63,Mass Affluent,Larkana,Sindh,2019-02-24
C004011,30,Male,Unemployed,15840.27,Affluent,Faisalabad,Punjab,2023-12-21
C004012,48,Male,Salaried,45353.8,Mass Market,Gujranwala,Punjab,2023-11-14
C004013,46,Male,Unemployed,44201.76,Mass Affluent,Gwadar,Balochistan,2016-03-03
C004014,37,Male,Salaried,294093.84,Affluent,Gujranwala,Punjab,2019-05-27
C004015,23,Female,Self-Employed,106850.07,Mass Affluent,Sukkur,Sindh,2023-03-16
C004016,40,Male,Unemployed,21381.13,Mass Market,Karachi,Sindh,2022-11-10
C004017,21,Male,Business Owner,21630.36,Mass Market,Gujranwala,Punjab,2019-12-20
C004018,33,Male,Salaried,42749.38,Mass Market,Hyderabad,Sindh,2017-03-03
C004019,42,Male,Salaried,58981.44,Mass Market,Multan,Punjab,2017-06-02
C004020,49,Male,Salaried,157363.93,Affluent,Swat,Khyber Pakhtunkhwa,2015-10-31
C004021,37,Female,Retired,95108.39,Mass Affluent,Faisalabad,Punjab,2020-02-14
C004022,32,Female,Salaried,60890.49,Mass Market,Gujranwala,Punjab,2015-03-30
C004023,31,Male,Self-Employed,169717.55,Mass Affluent,Rawalpindi,Punjab,2019-06-19
C004024,34,Male,Salaried,42755.27,Mass Market,Quetta,Balochistan,2016-07-30
C004025,46,Female,Salaried,117674.97,Mass Affluent,Peshawar,Khyber Pakhtunkhwa,2019-11-13
C004026,43,Male,Salaried,54790.45,Mass Market,Islamabad,Islamabad Capital,2015-07-04
C004027,39,Male,Salaried,71797.89,Mass Affluent,Larkana,Sindh,2018-05-08
C004028,46,Male,Self-Employed,203855.45,Mass Affluent,Hyderabad,Sindh,2018-02-08
C004029,39,Female,Salaried,121268.93,Mass Affluent,Karachi,Sindh,2020-10-23
C004030,24,Male,Salaried,121763.84,Mass Affluent,Quetta,Balochistan,2021-02-15
C004031,27,Male,Self-Employed,69136.19,Mass Market,Sukkur,Sindh,2021-02-03
C004032,46,Female,Salaried,71861.19,Mass Affluent,Faisalabad,Punjab,2019-06-05
C004033,24,Male,Business Owner,85107.88,Mass Market,Karachi,Sindh,2015-07-23
C004034,35,Male,Self-Employed,89440.77,Mass Market,Hyderabad,Sindh,2023-02-14
C004035,38,Female,Self-Employed,137130.98,Mass Affluent,Sialkot,Punjab,2021-12-06
C004036,28,Female,Salaried,154961.03,Mass Affluent,Faisalabad,Punjab,2021-01-02
C004037,21,Male,Salaried,247368.57,Affluent,Sialkot,Punjab,2019-11-26
C004038,26,Female,Business Owner,83295.65,Mass Market,Abbottabad,Khyber Pakhtunkhwa,2020-02-05
C004039,21,Male,Student,23703.11,Affluent,Rawalpindi,Punjab,2022-11-12
C004040,46,Female,Salaried,59265.85,Mass Market,Mardan,Khyber Pakhtunkhwa,2017-10-17
C004041,43,Female,Salaried,131353.82,Mass Affluent,Larkana,Sindh,2020-11-08
C004042,31,Female,Salaried,275914.08,Affluent,Swat,Khyber Pakhtunkhwa,2023-12-09
C004043,24,Male,Business Owner,195156.61,Mass Affluent,Sialkot,Punjab,2023-12-10
C004044,52,Male,Salaried,643104.64,Affluent,Quetta,Balochistan,2021-10-15
C004045,44,Female,Unemployed,43777.2,Mass Affluent,Larkana,Sindh,2021-09-05
C004046,32,Male,Salaried,71742.3,Mass Market,Lahore,Punjab,2016-01-13
C004047,52,Female,Unemployed,17561.31,Premium,Multan,Punjab,2018-12-25
C004048,41,Male,Salaried,414436.5,Affluent,Rawalpindi,Punjab,2022-07-10
C004049,42,Female,Salaried,49288.97,Mass Market,Multan,Punjab,2017-02-23
C004050,28,Male,Salaried,198242.94,Mass Market,Abbottabad,Khyber Pakhtunkhwa,2018-01-28
C004051,22,Male,Salaried,31799.91,Mass Market,Islamabad,Islamabad Capital,2020-09-11
C004052,22,Female,Unemployed,41815.98,Affluent,Karachi,Sindh,2023-09-11
C004053,62,Male,Salaried,408076.25,Affluent,Sukkur,Sindh,2019-06-23
C004054,30,Male,Salaried,182789.96,Affluent,Hyderabad,Sindh,2022-03-24
C004055,40,Female,Unemployed,18796.96,Mass Market,Peshawar,Khyber Pakhtunkhwa,2018-11-21
C004056,44,Male,Salaried,42163.23,Mass Market,Abbottabad,Khyber Pakhtunkhwa,2020-11-20
C004057,39,Female,Salaried,53244.73,Mass Market,Rawalpindi,Punjab,2022-06-15
C004058,37,Female,Salaried,36658.28,Mass Market,Islamabad,Islamabad Capital,2022-12-01
C004059,37,Female,Salaried,56752.11,Mass Market,Rawalpindi,Punjab,2023-04-03
C004060,44,Male,Retired,143365.7,Mass Market,Abbottabad,Khyber Pakhtunkhwa,2022-10-13
C004061,28,Male,Salaried,82249.41,Mass Market,Islamabad,Islamabad Capital,2019-02-10
C004062,34,Female,Business Owner,151548.21,Mass Market,Hyderabad,Sindh,2015-12-07
C004063,21,Male,Salaried,106976.52,Mass Affluent,Rawalpindi,Punjab,2015-04-12
C004064,21,Male,Salaried,21080.43,Mass Market,Hyderabad,Sindh,2023-12-09
C004065,25,Female,Business Owner,76766.92,Mass Market,Multan,Punjab,2022-11-28
C004066,48,Female,Business Owner,105468.93,Mass Affluent,Mardan,Khyber Pakhtunkhwa,2017-08-25
C004067,36,Male,Self-Employed,1247334.24,Premium,Rawalpindi,Punjab,2015-05-24
C004068,47,Female,Salaried,128302.7,Mass Affluent,Hyderabad,Sindh,2020-04-03
C004069,43,Female,Salaried,97424.72,Mass Affluent,Turbat,Balochistan,2019-01-16
C004070,42,Male,Business Owner,88464.95,Mass Affluent,Lahore,Punjab,2019-06-10
C004071,29,Male,Self-Employed,164717.42,Mass Affluent,Sialkot,Punjab,2017-12-26
C004072,40,Male,Salaried,117090.19,Mass Affluent,Karachi,Sindh,2015-01-23
C004073,42,Male,Salaried,104802.05,Mass Market,Rawalpindi,Punjab,2018-03-31
C004074,63,Female,Business Owner,120002.24,Mass Affluent,Gujranwala,Punjab,2018-09-04
C004075,35,Male,Salaried,102709.05,Mass Market,Rawalpindi,Punjab,2020-10-02
C004076,47,Female,Self-Employed,35512.81,Mass Market,Sialkot,Punjab,2017-02-09
C004077,38,Male,Business Owner,30990.14,Mass Market,Sukkur,Sindh,2022-09-12
C004078,31,Male,Salaried,82223.06,Mass Market,Sukkur,Sindh,2022-05-19
C004079,49,Male,Salaried,50292.85,Mass Market,Faisalabad,Punjab,2021-06-24
C004080,60,Male,Self-Employed,117611.3,Mass Affluent,Larkana,Sindh,2018-05-23
C004081,42,Male,Self-Employed,40842.0,Mass Market,Faisalabad,Punjab,2018-12-02
C004082,31,Male,Retired,70916.49,Mass Market,Sialkot,Punjab,2023-06-20
C004083,44,Male,Self-Employed,76393.53,Mass Market,Swat,Khyber Pakhtunkhwa,2021-12-09
C004084,42,Male,Salaried,59571.82,Mass Market,Multan,Punjab,2020-02-19
C004085,63,Female,Salaried,86891.31,Mass Affluent,Sukkur,Sindh,2020-10-24
C004086,47,Male,Self-Employed,81024.47,Mass Market,Gwadar,Balochistan,2023-10-10
C004087,29,Male,Salaried,93766.88,Mass Market,Larkana,Sindh,2019-06-02
C004088,53,Male,Business Owner,57569.24,Mass Market,Sukkur,Sindh,2018-03-30
C004089,48,Male,Salaried,87843.83,Mass Market,Sialkot,Punjab,2018-01-02
C004090,49,Female,Salaried,41003.55,Mass Market,Rawalpindi,Punjab,2022-11-05
C004091,44,Male,Salaried,74715.23,Mass Market,Faisalabad,Punjab,2019-05-22
C004092,50,Female,Student,53858.9,Mass Affluent,Peshawar,Khyber Pakhtunkhwa,2018-05-06
C004093,44,Male,Business Owner,207264.63,Affluent,Peshawar,Khyber Pakhtunkhwa,2022-01-28
C004094,36,Male,Self-Employed,283637.41,Mass Affluent,Rawalpindi,Punjab,2022-08-21
C004095,40,Female,Salaried,65549.07,Mass Market,Sialkot,Punjab,2021-03-02
C004096,38,Male,Retired,99978.11,Mass Market,Rawalpindi,Punjab,2022-11-05
C004097,43,Male,Student,17463.55,Mass Affluent,Larkana,Sindh,2022-04-09
C004098,40,Female,Salaried,43114.56,Mass Market,Hyderabad,Sindh,2021-01-14
C004099,36,Female,Business Owner,180399.86,Affluent,Sukkur,Sindh,2023-11-10
C004100,37,Male,Retired,61952.66,Mass Affluent,Quetta,Balochistan,2018-05-19
C004101,39,Female,Salaried,51898.71,Mass Market,Faisalabad,Punjab,2023-09-24
C004102,21,Male,Salaried,44201.49,Mass Market,Larkana,Sindh,2018-01-09
C004103,50,Female,Self-Employed,450434.49,Affluent,Larkana,Sindh,2023-04-07
C004104,43,Male,Salaried,467199.59,Premium,Faisalabad,Punjab,2021-03-28
C004105,32,Male,Business Owner,196476.45,Affluent,Gwadar,Balochistan,2021-10-14
