payment_id,loan_id,payment_date,payment_amount,payment_status,days_late
P00123639,L0007728,2022-02-22,9860.69,Paid,0
P00123640,L0007728,2022-04-21,10083.19,Paid,0
P00123641,L0007728,2022-06-18,10283.86,Late,7
P00123642,L0007728,2022-08-15,9482.14,Paid,0
P00123643,L0007728,2022-10-12,9746.7,Paid,0
P00123644,L0007728,2022-12-09,9197.93,Paid,0
P00123645,L0007728,2023-02-05,8838.37,Paid,0
P00123646,L0007728,2023-04-04,10423.19,Paid,0
P00123647,L0007728,2023-06-01,10170.2,Paid,0
P00123648,L0007728,2023-07-28,9069.86,Paid,0
P00123649,L0007728,2023-09-24,10211.86,Paid,0
P00123650,L0007728,2023-11-21,9383.02,Paid,0
P00123651,L0007728,2024-01-18,9618.6,Paid,0
P00123652,L0007728,2024-03-16,10131.44,Paid,0
P00123653,L0007728,2024-05-13,10396.18,Paid,0
P00123654,L0007728,2024-07-10,8945.36,Paid,0
P00123655,L0007728,2024-09-06,9899.15,Paid,0
P00123656,L0007728,2024-11-03,9464.02,Paid,0
P00123657,L0007728,2024-12-31,9224.69,Paid,0
P00123658,L0007729,2024-07-17,8269.66,Paid,0
P00123659,L0007729,2024-08-27,9234.88,Paid,0
P00123660,L0007729,2024-10-08,8165.84,Late,7
P00123661,L0007729,2024-11-19,8697.74,Paid,0
P00123662,L0007729,2024-12-31,8511.54,Paid,0
P00123663,L0007730,2022-03-29,56657.68,Paid,0
P00123664,L0007730,2022-05-18,50157.05,Late,64
P00123665,L0007730,2022-07-07,55008.99,Paid,0
P00123666,L0007730,2022-08-27,53070.74,Late,105
P00123667,L0007730,2022-10-16,58260.61,Late,67
P00123668,L0007730,2022-12-06,57999.7,Paid,0
P00123669,L0007730,2023-01-25,58466.29,Late,86
P00123670,L0007730,2023-03-16,53771.72,Paid,0
P00123671,L0007730,2023-05-06,50629.44,Late,143
P00123672,L0007730,2023-06-25,50922.52,Late,91
P00123673,L0007730,2023-08-15,57797.88,Late,91
P00123674,L0007730,2023-10-04,56560.83,Paid,0
P00123675,L0007730,2023-11-23,57377.28,Late,122
P00123676,L0007730,2024-01-13,56841.0,Paid,0
P00123677,L0007730,2024-03-03,51126.99,Late,59
P00123678,L0007730,2024-04-23,57422.13,Late,109
P00123679,L0007730,2024-06-12,58299.48,Late,55
P00123680,L0007730,2024-08-01,0.0,Missed,47
P00123681,L0007730,2024-09-21,57675.83,Paid,0
P00123682,L0007730,2024-11-10,0.0,Missed,100
P00123683,L0007730,2024-12-31,51872.62,Late,74
P00123684,L0007731,2022-06-10,14036.03,Late,2
P00123685,L0007731,2022-07-22,13950.15,Paid,0
P00123686,L0007731,2022-09-03,14819.8,Paid,0
P00123687,L0007731,2022-10-15,13992.09,Paid,0
P00123688,L0007731,2022-11-27,15803.44,Late,6
P00123689,L0007731,2023-01-08,15166.72,Paid,0
P00123690,L0007731,2023-02-20,16428.34,Paid,0
P00123691,L0007731,2023-04-03,15897.89,Paid,0
P00123692,L0007731,2023-05-16,14298.74,Paid,0
P00123693,L0007731,2023-06-27,13965.42,Paid,0
P00123694,L0007731,2023-08-09,13811.2,Paid,0
P00123695,L0007731,2023-09-20,14156.05,Paid,0
P00123696,L0007731,2023-11-02,15429.03,Paid,0
P00123697,L0007731,2023-12-14,15487.46,Paid,0
P00123698,L0007731,2024-01-26,14248.34,Late,6
P00123699,L0007731,2024-03-08,14682.46,Late,4
P00123700,L0007731,2024-04-20,15454.77,Paid,0
P00123701,L0007731,2024-06-01,14495.49,Paid,0
P00123702,L0007731,2024-07-14,16043.38,Paid,0
P00123703,L0007731,2024-08-25,15430.04,Paid,0
P00123704,L0007731,2024-10-07,15589.06,Paid,0
P00123705,L0007731,2024-11-18,14290.51,Paid,0
P00123706,L0007731,2024-12-31,15938.99,Paid,0
P00123707,L0007732,2024-04-19,65730.61,Paid,0
P00123708,L0007732,2024-06-22,65341.29,Paid,0
P00123709,L0007732,2024-08-25,62798.13,Paid,0
P00123710,L0007732,2024-10-28,62141.81,Paid,0
P00123711,L0007732,2024-12-31,67894.67,Paid,0
P00123712,L0007733,2022-06-21,16530.41,Paid,1
P00123713,L0007733,2022-07-28,17493.08,Paid,2
P00123714,L0007733,2022-09-03,17625.89,Paid,0
P00123715,L0007733,2022-10-10,18257.68,Paid,0
P00123716,L0007733,2022-11-16,15879.19,Paid,0
P00123717,L0007733,2022-12-23,15741.91,Paid,0
P00123718,L0007733,2023-01-29,15948.08,Paid,1
P00123719,L0007733,2023-03-08,16674.81,Paid,0
P00123720,L0007733,2023-04-14,17864.6,Paid,2
P00123721,L0007733,2023-05-21,16248.27,Paid,1
P00123722,L0007733,2023-06-27,16422.01,Paid,2
P00123723,L0007733,2023-08-03,17716.31,Paid,1
P00123724,L0007733,2023-09-09,16803.67,Paid,1
P00123725,L0007733,2023-10-17,16395.49,Paid,0
P00123726,L0007733,2023-11-23,16894.28,Paid,1
P00123727,L0007733,2023-12-30,17650.03,Paid,0
P00123728,L0007733,2024-02-05,17922.43,Paid,2
P00123729,L0007733,2024-03-13,16601.86,Paid,1
P00123730,L0007733,2024-04-19,17856.54,Paid,0
P00123731,L0007733,2024-05-27,16738.4,Paid,2
P00123732,L0007734,2023-11-17,31286.49,Paid,0
P00123733,L0007734,2024-01-01,36826.0,Paid,0
P00123734,L0007734,2024-02-16,31860.05,Paid,0
P00123735,L0007734,2024-04-01,34565.19,Paid,0
P00123736,L0007734,2024-05-17,32477.08,Paid,0
P00123737,L0007734,2024-07-01,35387.53,Paid,0
P00123738,L0007734,2024-08-16,37397.97,Paid,0
P00123739,L0007734,2024-09-30,33088.32,Paid,0
P00123740,L0007734,2024-11-15,32984.94,Paid,0
P00123741,L0007734,2024-12-31,31350.0,Paid,0
P00123742,L0007735,2022-09-26,34562.95,Paid,0
P00123743,L0007735,2022-12-03,32419.35,Paid,0
P00123744,L0007735,2023-02-10,34284.91,Paid,0
P00123745,L0007735,2023-04-20,35951.71,Paid,0
P00123746,L0007735,2023-06-28,32935.63,Late,7
P00123747,L0007735,2023-09-05,35106.95,Paid,0
P00123748,L0007735,2023-11-13,34011.97,Paid,0
P00123749,L0007735,2024-01-21,31622.04,Paid,0
P00123750,L0007735,2024-03-30,30839.23,Paid,0
P00123751,L0007735,2024-06-07,32838.38,Late,1
P00123752,L0007735,2024-08-15,33527.51,Paid,0
P00123753,L0007735,2024-10-23,32982.59,Paid,0
P00123754,L0007735,2024-12-31,30202.02,Paid,0
P00123755,L0007736,2022-06-10,183269.46,Paid,2
P00123756,L0007736,2022-07-21,168499.29,Paid,1
P00123757,L0007736,2022-09-01,170620.14,Paid,2
P00123758,L0007736,2022-10-12,175032.68,Paid,0
P00123759,L0007736,2022-11-23,155162.71,Paid,1
P00123760,L0007736,2023-01-03,163424.77,Paid,0
P00123761,L0007736,2023-02-14,170826.54,Paid,0
P00123762,L0007736,2023-03-27,176635.58,Paid,2
P00123763,L0007736,2023-05-08,177356.24,Paid,1
P00123764,L0007736,2023-06-18,153453.34,Paid,0
P00123765,L0007736,2023-07-30,180898.66,Paid,1
P00123766,L0007736,2023-09-09,182760.55,Paid,0
P00123767,L0007736,2023-10-21,180544.44,Paid,1
P00123768,L0007736,2023-12-01,184043.29,Paid,0
P00123769,L0007736,2024-01-12,163148.23,Paid,0
P00123770,L0007736,2024-02-22,175787.65,Paid,2
P00123771,L0007736,2024-04-04,158144.53,Paid,1
P00123772,L0007736,2024-05-16,172764.07,Paid,1
P00123773,L0007737,2022-09-30,22802.75,Paid,0
P00123774,L0007737,2022-11-20,21344.72,Paid,0
P00123775,L0007737,2023-01-10,20789.41,Paid,0
P00123776,L0007737,2023-03-03,23266.26,Paid,0
P00123777,L0007737,2023-04-23,19903.45,Paid,0
P00123778,L0007737,2023-06-14,20958.82,Paid,0
P00123779,L0007737,2023-08-04,22149.18,Paid,0
P00123780,L0007737,2023-09-25,22438.0,Paid,0
P00123781,L0007737,2023-11-15,20543.13,Paid,0
P00123782,L0007737,2024-01-05,19918.72,Paid,0
P00123783,L0007737,2024-02-26,22388.75,Paid,0
P00123784,L0007737,2024-04-17,19666.07,Paid,0
P00123785,L0007737,2024-06-08,20705.05,Paid,0
P00123786,L0007737,2024-07-29,19523.34,Paid,0
P00123787,L0007737,2024-09-19,21119.81,Paid,0
P00123788,L0007737,2024-11-09,22614.68,Paid,0
P00123789,L0007737,2024-12-31,22514.33,Paid,0
P00123790,L0007738,2024-10-19,38487.1,Paid,0
P00123791,L0007739,2021-04-21,2887.38,Paid,2
P00123792,L0007739,2021-05-22,2983.5,Paid,1
P00123793,L0007739,2021-06-23,3035.39,Paid,2
P00123794,L0007739,2021-07-24,2581.08,Paid,0
P00123795,L0007739,2021-08-25,3020.76,Paid,2
P00123796,L0007739,2021-09-25,2838.87,Paid,0
P00123797,L0007739,2021-10-27,2778.48,Paid,1
P00123798,L0007739,2021-11-27,2714.65,Paid,0
P00123799,L0007739,2021-12-29,2926.46,Paid,0
P00123800,L0007739,2022-01-29,2830.59,Paid,2
P00123801,L0007739,2022-03-02,2707.15,Paid,0
P00123802,L0007739,2022-04-02,2903.73,Paid,0
P00123803,L0007739,2022-05-04,2598.17,Paid,0
P00123804,L0007739,2022-06-04,2891.81,Paid,2
P00123805,L0007739,2022-07-06,2821.41,Paid,1
P00123806,L0007739,2022-08-06,2970.37,Paid,2
P00123807,L0007739,2022-09-07,2813.52,Paid,1
P00123808,L0007739,2022-10-08,2756.62,Paid,2
P00123809,L0007739,2022-11-09,2568.03,Paid,2
P00123810,L0007739,2022-12-10,3020.46,Paid,0
P00123811,L0007739,2023-01-11,2574.22,Paid,0
P00123812,L0007739,2023-02-11,2801.21,Paid,0
P00123813,L0007739,2023-03-15,2910.75,Paid,0
P00123814,L0007739,2023-04-15,2756.12,Paid,0
P00123815,L0007739,2023-05-17,2960.1,Paid,0
P00123816,L0007739,2023-06-17,2924.64,Paid,1
P00123817,L0007739,2023-07-19,3052.02,Paid,2
P00123818,L0007739,2023-08-19,2689.33,Paid,0
P00123819,L0007739,2023-09-20,2578.61,Paid,0
P00123820,L0007739,2023-10-21,2708.49,Paid,1
P00123821,L0007739,2023-11-22,2745.44,Paid,1
P00123822,L0007739,2023-12-23,2638.3,Paid,0
P00123823,L0007739,2024-01-24,2933.97,Paid,2
P00123824,L0007739,2024-02-24,2551.92,Paid,2
P00123825,L0007739,2024-03-27,2562.63,Paid,1
P00123826,L0007740,2023-07-30,30091.19,Paid,0
P00123827,L0007740,2023-09-15,31763.32,Paid,0
P00123828,L0007740,2023-11-01,31488.98,Paid,0
P00123829,L0007740,2023-12-18,31402.75,Paid,0
P00123830,L0007740,2024-02-04,34856.97,Paid,0
P00123831,L0007740,2024-03-22,33967.37,Paid,0
P00123832,L0007740,2024-05-08,31833.11,Paid,0
P00123833,L0007740,2024-06-24,34891.68,Paid,0
P00123834,L0007740,2024-08-11,32136.69,Paid,0
P00123835,L0007740,2024-09-27,32861.76,Paid,0
P00123836,L0007740,2024-11-13,30748.75,Paid,0
P00123837,L0007740,2024-12-31,32713.99,Paid,0
P00123838,L0007741,2021-12-11,78973.7,Paid,1
P00123839,L0007741,2022-01-16,88579.08,Paid,2
P00123840,L0007741,2022-02-21,90034.85,Paid,0
P00123841,L0007741,2022-03-29,82106.62,Paid,0
P00123842,L0007741,2022-05-04,91392.05,Paid,2
P00123843,L0007741,2022-06-09,81002.22,Paid,0
P00123844,L0007741,2022-07-15,79066.98,Paid,1
P00123845,L0007741,2022-08-20,83090.81,Paid,0
P00123846,L0007741,2022-09-25,84723.2,Paid,2
P00123847,L0007741,2022-10-31,88311.06,Paid,1
P00123848,L0007741,2022-12-06,85444.71,Paid,0
P00123849,L0007741,2023-01-11,82104.83,Paid,0
P00123850,L0007741,2023-02-16,86314.58,Paid,2
P00123851,L0007741,2023-03-24,87017.49,Paid,0
P00123852,L0007741,2023-04-29,91235.61,Paid,0
P00123853,L0007741,2023-06-04,91174.2,Paid,0
P00123854,L0007741,2023-07-10,79570.03,Paid,0
P00123855,L0007741,2023-08-15,94280.37,Paid,2
P00123856,L0007741,2023-09-20,79385.84,Paid,0
P00123857,L0007741,2023-10-26,90153.08,Paid,2
P00123858,L0007741,2023-12-01,84721.4,Paid,0
P00123859,L0007741,2024-01-06,84482.96,Paid,0
P00123860,L0007741,2024-02-11,92411.64,Paid,0
P00123861,L0007741,2024-03-18,87295.4,Paid,1
P00123862,L0007741,2024-04-23,88852.02,Paid,0
P00123863,L0007741,2024-05-29,89101.7,Paid,0
P00123864,L0007741,2024-07-04,85984.87,Paid,1
P00123865,L0007741,2024-08-09,91300.55,Paid,2
P00123866,L0007741,2024-09-14,89963.0,Paid,0
P00123867,L0007741,2024-10-20,90899.75,Paid,2
P00123868,L0007741,2024-11-25,93527.93,Paid,0
P00123869,L0007741,2024-12-31,86339.3,Paid,0
P00123870,L0007742,2021-10-17,69044.67,Paid,1
P00123871,L0007742,2022-01-10,70903.1,Paid,0
P00123872,L0007742,2022-04-05,74719.81,Paid,2
P00123873,L0007742,2022-06-29,76874.39,Paid,0
P00123874,L0007742,2022-09-22,79585.38,Paid,2
P00123875,L0007743,2022-09-07,42974.01,Paid,2
P00123876,L0007743,2022-10-21,43860.54,Paid,1
P00123877,L0007743,2022-12-05,46332.34,Paid,1
P00123878,L0007743,2023-01-18,41671.18,Paid,2
P00123879,L0007743,2023-03-04,44445.03,Paid,2
P00123880,L0007743,2023-04-17,40890.19,Paid,1
P00123881,L0007743,2023-06-01,44902.28,Paid,0
P00123882,L0007743,2023-07-15,45734.77,Paid,0
P00123883,L0007743,2023-08-29,41909.76,Paid,0
P00123884,L0007743,2023-10-12,47434.76,Paid,2
P00123885,L0007743,2023-11-26,44362.12,Paid,0
P00123886,L0007743,2024-01-09,44276.93,Paid,1
P00123887,L0007743,2024-02-23,40937.47,Paid,0
P00123888,L0007743,2024-04-07,44670.33,Paid,0
P00123889,L0007743,2024-05-22,45616.89,Paid,0
P00123890,L0007743,2024-07-05,46269.31,Paid,1
P00123891,L0007743,2024-08-19,43288.05,Paid,0
P00123892,L0007743,2024-10-02,44813.85,Paid,2
P00123893,L0007743,2024-11-16,47387.0,Paid,0
P00123894,L0007743,2024-12-31,47116.99,Paid,1
P00123895,L0007744,2024-05-29,26846.44,Paid,0
P00123896,L0007744,2024-08-09,28804.96,Paid,0
P00123897,L0007744,2024-10-20,30561.15,Paid,0
P00123898,L0007744,2024-12-31,26640.93,Paid,0
P00123899,L0007745,2023-10-29,24797.74,Paid,0
P00123900,L0007745,2023-12-29,23128.71,Paid,0
P00123901,L0007745,2024-02-28,21624.26,Paid,0
P00123902,L0007745,2024-04-29,24173.56,Paid,0
P00123903,L0007745,2024-06-30,20959.11,Paid,0
P00123904,L0007745,2024-08-30,23013.63,Paid,0
P00123905,L0007745,2024-10-30,24608.11,Paid,0
P00123906,L0007745,2024-12-31,24630.46,Paid,0
P00123907,L0007746,2023-01-21,8268.45,Paid,0
P00123908,L0007746,2023-03-26,8179.83,Paid,0
P00123909,L0007746,2023-05-30,8123.8,Paid,0
P00123910,L0007746,2023-08-02,8511.42,Paid,0
P00123911,L0007746,2023-10-06,8322.17,Paid,0
P00123912,L0007746,2023-12-09,8001.63,Paid,0
P00123913,L0007746,2024-02-12,8342.97,Paid,0
P00123914,L0007746,2024-04-16,9432.4,Paid,0
P00123915,L0007746,2024-06-20,8637.51,Paid,0
P00123916,L0007746,2024-08-23,8437.95,Paid,0
P00123917,L0007746,2024-10-27,8600.54,Paid,0
P00123918,L0007746,2024-12-31,8499.75,Paid,0
P00123919,L0007747,2023-12-17,22483.66,Paid,0
P00123920,L0007747,2024-01-20,19841.31,Paid,0
P00123921,L0007747,2024-02-24,19720.99,Paid,0
P00123922,L0007747,2024-03-29,22075.24,Paid,0
P00123923,L0007747,2024-05-03,19664.83,Paid,0
P00123924,L0007747,2024-06-06,22194.01,Paid,0
P00123925,L0007747,2024-07-11,22383.55,Paid,0
P00123926,L0007747,2024-08-14,19502.46,Paid,0
P00123927,L0007747,2024-09-18,20719.78,Paid,0
P00123928,L0007747,2024-10-22,20082.0,Paid,0
P00123929,L0007747,2024-11-26,22179.82,Paid,0
P00123930,L0007747,2024-12-31,19574.6,Paid,0
P00123931,L0007748,2022-05-20,8132.26,Paid,0
P00123932,L0007748,2022-06-26,7685.49,Paid,2
P00123933,L0007748,2022-08-02,7443.71,Paid,1
P00123934,L0007748,2022-09-08,7097.94,Paid,0
P00123935,L0007748,2022-10-15,7345.34,Paid,0
P00123936,L0007748,2022-11-21,8010.08,Paid,0
P00123937,L0007748,2022-12-28,6885.72,Paid,0
P00123938,L0007748,2023-02-04,7253.45,Paid,0
P00123939,L0007748,2023-03-13,7308.26,Paid,2
P00123940,L0007748,2023-04-19,6831.51,Paid,1
P00123941,L0007748,2023-05-26,7865.85,Paid,0
P00123942,L0007748,2023-07-02,6948.93,Paid,0
P00123943,L0007748,2023-08-08,7787.77,Paid,2
P00123944,L0007748,2023-09-15,7883.4,Paid,1
P00123945,L0007748,2023-10-22,7323.3,Paid,2
P00123946,L0007748,2023-11-28,7527.04,Paid,1
P00123947,L0007748,2024-01-04,7692.75,Paid,0
P00123948,L0007748,2024-02-10,7102.76,Paid,0
P00123949,L0007748,2024-03-18,6897.78,Paid,0
P00123950,L0007748,2024-04-25,8000.71,Paid,1
P00123951,L0007749,2023-04-06,36250.02,Paid,0
P00123952,L0007749,2023-05-07,35051.88,Paid,0
P00123953,L0007749,2023-06-08,40076.63,Paid,0
P00123954,L0007749,2023-07-10,37785.4,Paid,0
P00123955,L0007749,2023-08-11,40977.37,Paid,0
P00123956,L0007749,2023-09-11,38580.93,Paid,0
P00123957,L0007749,2023-10-13,36332.1,Paid,0
P00123958,L0007749,2023-11-14,34451.4,Paid,0
P00123959,L0007749,2023-12-16,34946.92,Paid,0
P00123960,L0007749,2024-01-16,36856.9,Paid,0
P00123961,L0007749,2024-02-17,35704.96,Paid,0
P00123962,L0007749,2024-03-20,38004.68,Paid,0
P00123963,L0007749,2024-04-21,40394.01,Paid,0
P00123964,L0007749,2024-05-22,39549.4,Paid,0
P00123965,L0007749,2024-06-23,35909.93,Paid,0
P00123966,L0007749,2024-07-25,36600.93,Paid,0
P00123967,L0007749,2024-08-26,37778.17,Paid,0
P00123968,L0007749,2024-09-26,36579.58,Paid,0
P00123969,L0007749,2024-10-28,37389.39,Paid,0
P00123970,L0007749,2024-11-29,35451.09,Paid,0
P00123971,L0007749,2024-12-31,36094.75,Late,5
P00123972,L0007750,2021-12-12,9400.56,Late,3
P00123973,L0007750,2022-02-05,9438.82,Paid,0
P00123974,L0007750,2022-04-02,9524.71,Paid,0
P00123975,L0007750,2022-05-28,9627.89,Late,4
P00123976,L0007750,2022-07-23,9520.38,Paid,0
P00123977,L0007750,2022-09-16,10191.23,Paid,0
P00123978,L0007750,2022-11-11,10049.15,Paid,0
P00123979,L0007750,2023-01-06,9571.02,Paid,0
P00123980,L0007750,2023-03-03,10506.32,Paid,0
P00123981,L0007750,2023-04-27,10622.67,Paid,0
P00123982,L0007750,2023-06-22,9122.08,Paid,0
P00123983,L0007750,2023-08-17,9509.7,Late,4
P00123984,L0007750,2023-10-12,10754.66,Paid,0
P00123985,L0007750,2023-12-06,9425.93,Paid,0
P00123986,L0007750,2024-01-31,9576.63,Paid,0
P00123987,L0007750,2024-03-27,9144.11,Paid,0
P00123988,L0007750,2024-05-22,10512.37,Paid,0
P00123989,L0007750,2024-07-16,10092.7,Paid,0
P00123990,L0007750,2024-09-10,9581.86,Paid,0
P00123991,L0007750,2024-11-05,10736.59,Paid,0
P00123992,L0007750,2024-12-31,9735.66,Paid,0
P00123993,L0007751,2023-06-18,88531.93,Paid,0
P00123994,L0007751,2023-07-31,75708.81,Paid,0
P00123995,L0007751,2023-09-12,78912.38,Paid,0
P00123996,L0007751,2023-10-25,75705.82,Paid,0
P00123997,L0007751,2023-12-07,86135.69,Late,7
P00123998,L0007751,2024-01-20,85262.8,Paid,0
P00123999,L0007751,2024-03-03,85443.52,Late,6
P00124000,L0007751,2024-04-15,88485.87,Paid,0
P00124001,L0007751,2024-05-28,79309.44,Paid,0
P00124002,L0007751,2024-07-11,82923.15,Paid,0
P00124003,L0007751,2024-08-23,88625.37,Paid,0
P00124004,L0007751,2024-10-05,87311.89,Paid,0
P00124005,L0007751,2024-11-17,83017.54,Paid,0
P00124006,L0007751,2024-12-31,79149.91,Paid,0
P00124007,L0007752,2023-03-28,91436.42,Paid,1
P00124008,L0007752,2023-04-29,97174.33,Paid,0
P00124009,L0007752,2023-05-31,84044.7,Paid,1
P00124010,L0007752,2023-07-02,86027.03,Paid,0
P00124011,L0007752,2023-08-03,84468.42,Paid,1
P00124012,L0007752,2023-09-05,92463.4,Paid,0
P00124013,L0007752,2023-10-07,93316.23,Paid,0
P00124014,L0007752,2023-11-08,96335.5,Paid,0
P00124015,L0007752,2023-12-10,88788.81,Paid,0
P00124016,L0007752,2024-01-11,85144.62,Paid,2
P00124017,L0007752,2024-02-13,87025.8,Paid,2
P00124018,L0007752,2024-03-16,98045.39,Paid,1
P00124019,L0007752,2024-04-17,97794.02,Paid,0
P00124020,L0007752,2024-05-19,92027.87,Paid,1
P00124021,L0007752,2024-06-20,84150.3,Paid,1
P00124022,L0007752,2024-07-23,87459.2,Paid,2
P00124023,L0007752,2024-08-24,100271.17,Paid,2
P00124024,L0007752,2024-09-25,93213.91,Paid,0
P00124025,L0007752,2024-10-27,95260.06,Paid,0
P00124026,L0007752,2024-11-28,90427.85,Paid,0
P00124027,L0007752,2024-12-31,91113.2,Paid,0
P00124028,L0007753,2022-11-29,68532.69,Paid,0
P00124029,L0007753,2023-01-10,67478.02,Paid,2
P00124030,L0007753,2023-02-21,62541.23,Paid,2
P00124031,L0007753,2023-04-05,66992.17,Paid,1
P00124032,L0007753,2023-05-17,67523.34,Paid,0
P00124033,L0007753,2023-06-28,66296.23,Paid,1
P00124034,L0007753,2023-08-10,67743.13,Paid,0
P00124035,L0007753,2023-09-21,70074.93,Paid,0
P00124036,L0007753,2023-11-03,68538.62,Paid,2
P00124037,L0007753,2023-12-15,67032.71,Paid,0
P00124038,L0007753,2024-01-26,65248.2,Paid,1
P00124039,L0007753,2024-03-09,65722.45,Paid,0
P00124040,L0007753,2024-04-20,67001.82,Paid,0
P00124041,L0007753,2024-06-02,64844.99,Paid,0
P00124042,L0007753,2024-07-14,66335.28,Paid,0
P00124043,L0007753,2024-08-25,67271.89,Paid,0
P00124044,L0007753,2024-10-07,71259.19,Paid,2
P00124045,L0007753,2024-11-18,61987.82,Paid,2
P00124046,L0007753,2024-12-31,59882.5,Paid,0
P00124047,L0007754,2021-06-25,99750.26,Paid,1
P00124048,L0007754,2021-08-03,97044.42,Paid,1
P00124049,L0007754,2021-09-12,94221.62,Paid,2
P00124050,L0007754,2021-10-22,90982.38,Paid,1
P00124051,L0007754,2021-11-30,97376.56,Paid,0
P00124052,L0007754,2022-01-09,94952.58,Paid,0
P00124053,L0007754,2022-02-18,90049.83,Paid,1
P00124054,L0007754,2022-03-29,98297.01,Paid,0
P00124055,L0007754,2022-05-08,93055.97,Paid,2
P00124056,L0007754,2022-06-17,89227.23,Paid,0
P00124057,L0007754,2022-07-26,99436.46,Paid,0
P00124058,L0007754,2022-09-04,101962.84,Paid,0
P00124059,L0007754,2022-10-14,101597.59,Paid,0
P00124060,L0007754,2022-11-22,90900.17,Paid,0
P00124061,L0007754,2023-01-01,89860.28,Paid,1
P00124062,L0007754,2023-02-10,89960.88,Paid,2
P00124063,L0007754,2023-03-21,97489.52,Paid,0
P00124064,L0007754,2023-04-30,85176.37,Paid,1
P00124065,L0007754,2023-06-09,95922.4,Paid,1
P00124066,L0007754,2023-07-18,92182.37,Paid,0
P00124067,L0007754,2023-08-27,86070.34,Paid,0
P00124068,L0007754,2023-10-06,90059.36,Paid,1
P00124069,L0007754,2023-11-14,86243.33,Paid,2
P00124070,L0007754,2023-12-24,89736.26,Paid,2
P00124071,L0007754,2024-02-02,90170.57,Paid,0
P00124072,L0007754,2024-03-12,90328.87,Paid,2
P00124073,L0007754,2024-04-21,94399.26,Paid,2
P00124074,L0007754,2024-05-31,89061.21,Paid,0
P00124075,L0007755,2023-12-19,43821.61,Paid,0
P00124076,L0007755,2024-01-25,48459.53,Late,4
P00124077,L0007755,2024-03-03,45805.48,Paid,0
P00124078,L0007755,2024-04-10,47687.96,Paid,0
P00124079,L0007755,2024-05-18,45333.67,Paid,0
P00124080,L0007755,2024-06-25,45409.32,Paid,0
P00124081,L0007755,2024-08-01,48154.65,Paid,0
P00124082,L0007755,2024-09-08,42731.49,Paid,0
P00124083,L0007755,2024-10-16,45587.52,Paid,0
P00124084,L0007755,2024-11-23,49001.21,Paid,0
P00124085,L0007755,2024-12-31,47330.52,Paid,0
P00124086,L0007756,2024-12-01,13931.67,Paid,0
P00124087,L0007757,2024-06-04,161185.58,Paid,0
P00124088,L0007757,2024-07-09,160916.13,Paid,0
P00124089,L0007757,2024-08-13,185778.76,Paid,0
P00124090,L0007757,2024-09-17,161191.27,Paid,0
P00124091,L0007757,2024-10-22,160105.62,Paid,0
P00124092,L0007757,2024-11-26,167033.6,Paid,0
P00124093,L0007757,2024-12-31,185063.13,Paid,0
P00124094,L0007758,2021-04-02,17453.1,Paid,2
P00124095,L0007758,2021-05-12,17899.05,Paid,1
P00124096,L0007758,2021-06-21,19937.27,Paid,0
P00124097,L0007758,2021-07-31,17879.23,Paid,0
P00124098,L0007758,2021-09-10,18107.45,Paid,2
P00124099,L0007758,2021-10-20,17310.28,Paid,2
P00124100,L0007758,2021-11-29,19584.0,Paid,0
P00124101,L0007758,2022-01-08,19947.21,Paid,0
P00124102,L0007758,2022-02-18,19522.81,Paid,0
P00124103,L0007758,2022-03-30,18035.79,Paid,2
P00124104,L0007758,2022-05-09,19340.42,Paid,1
P00124105,L0007758,2022-06-18,19028.73,Paid,0
P00124106,L0007758,2022-07-29,18299.93,Paid,0
P00124107,L0007758,2022-09-07,17821.87,Paid,0
P00124108,L0007758,2022-10-17,18731.18,Paid,0
P00124109,L0007758,2022-11-26,19711.36,Paid,0
P00124110,L0007758,2023-01-06,17863.31,Paid,0
P00124111,L0007758,2023-02-15,16787.51,Paid,0
P00124112,L0007758,2023-03-27,17178.79,Paid,2
P00124113,L0007758,2023-05-07,17167.2,Paid,0
P00124114,L0007758,2023-06-16,16989.53,Paid,2
P00124115,L0007758,2023-07-26,19971.4,Paid,2
P00124116,L0007758,2023-09-04,19274.59,Paid,0
P00124117,L0007758,2023-10-15,17744.91,Paid,0
P00124118,L0007758,2023-11-24,18416.66,Paid,0
P00124119,L0007758,2024-01-03,17669.83,Paid,1
P00124120,L0007758,2024-02-12,18014.98,Paid,2
P00124121,L0007758,2024-03-24,18964.77,Paid,2
P00124122,L0007758,2024-05-03,17734.87,Paid,1
P00124123,L0007758,2024-06-12,17408.91,Paid,0
P00124124,L0007758,2024-07-22,17840.35,Paid,1
P00124125,L0007758,2024-09-01,17706.8,Paid,2
P00124126,L0007758,2024-10-11,18366.43,Paid,2
P00124127,L0007758,2024-11-20,17588.95,Paid,1
P00124128,L0007758,2024-12-31,17399.95,Paid,0
P00124129,L0007759,2023-01-26,8086.88,Paid,0
P00124130,L0007759,2023-03-25,8449.81,Paid,0
P00124131,L0007759,2023-05-23,8451.8,Paid,1
P00124132,L0007759,2023-07-21,8223.04,Paid,2
P00124133,L0007759,2023-09-18,8038.24,Paid,0
P00124134,L0007759,2023-11-15,8840.03,Paid,1
P00124135,L0007759,2024-01-13,8782.59,Paid,0
P00124136,L0007759,2024-03-12,8848.96,Paid,0
P00124137,L0007759,2024-05-10,8954.52,Paid,2
