"customer_id","customer_segment","region","age","employment_status","annual_income","loan_count","total_loan_amount","total_outstanding","payment_count","late_payment_count","average_days_late","maximum_days_late","late_payment_rate","payment_behavior_flag"
"C008013","Mass Market","Sindh",40,"Business Owner","37061.34","2","2831210.75","1564038.96","34","10","11.12",64,"29.41","High Payment Concern"
"C002567","Mass Market","Punjab",34,"Salaried","121076.11","1","7041012.27","1563289.44","32","26","76.16",149,"81.25","High Payment Concern"
"C000700","Affluent","Punjab",36,"Business Owner","137863.05","3","2013515.13","1563280.23","44","7","2.36",72,"15.91","High Payment Concern"
"C008208","Affluent","Punjab",21,"Unemployed","18797.86","3","2431643.79","1562494.70","57","21","6.61",70,"36.84","High Payment Concern"
"C006291","Mass Market","Khyber Pakhtunkhwa",55,"Salaried","86335.28","3","7119450.45","1561661.84","56","19","0.55",7,"33.93","Repeated Late Payments"
"C008604","Mass Affluent","Islamabad Capital",34,"Salaried","135616.34","3","2347490.98","1561193.77","67","29","17.57",74,"43.28","High Payment Concern"
"C001258","Mass Market","Khyber Pakhtunkhwa",69,"Unemployed","25427.69","2","2336291.83","1560346.82","47","1","0.06",3,"2.13","Occasional Late Payments"
"C000860","Mass Market","Sindh",38,"Salaried","87668.65","3","5593102.29","1558003.42","35","6","0.34",6,"17.14","Repeated Late Payments"
"C004822","Mass Affluent","Punjab",46,"Salaried","184662.98","4","23357303.52","1556183.13","82","27","12.13",147,"32.93","High Payment Concern"
"C008734","Affluent","Sindh",27,"Salaried","161905.52","3","1923676.98","1555963.28","32","2","1.66",51,"6.25","Occasional Late Payments"
"C001621","Mass Affluent","Punjab",29,"Business Owner","60405.56","2","1931706.81","1555946.81","76","25","0.51",2,"32.89","Repeated Late Payments"
"C001546","Mass Affluent","Punjab",44,"Salaried","128346.18","3","2494362.82","1555443.80","27","10","0.63",6,"37.04","Repeated Late Payments"
"C006669","Mass Market","Punjab",40,"Salaried","108103.15","3","3111317.78","1555251.03","52","16","3.13",63,"30.77","High Payment Concern"
"C003769","Mass Market","Sindh",36,"Salaried","35047.54","3","1977224.33","1554746.26","14","1","0.50",7,"7.14","Occasional Late Payments"
"C009090","Mass Market","Punjab",33,"Unemployed","24833.64","1","1736654.00","1553579.47","12","0","0.00",0,"0.00","No Late Payments"
"C003044","Mass Affluent","Sindh",43,"Student","31874.33","1","1869344.18","1551811.74","18","1","0.06",1,"5.56","Occasional Late Payments"
"C000317","Mass Market","Punjab",24,"Student","18691.14","3","2611619.99","1551523.18","32","16","0.66",2,"50.00","Repeated Late Payments"
"C003485","Mass Market","Sindh",47,"Salaried","61300.05","5","4285817.41","1551488.96","76","33","5.50",58,"43.42","High Payment Concern"
"C009264","Mass Market","Khyber Pakhtunkhwa",52,"Self-Employed","27107.02","3","2939759.12","1548510.02","58","22","8.29",74,"37.93","High Payment Concern"
"C002771","Mass Affluent","Punjab",41,"Salaried","103348.72","5","9365110.95","1547729.34","70","23","0.57",7,"32.86","Repeated Late Payments"
"C006605","Mass Affluent","Khyber Pakhtunkhwa",45,"Salaried","135089.03","1","1711684.82","1547670.47","13","2","0.69",6,"15.38","Occasional Late Payments"
"C006956","Mass Market","Sindh",42,"Self-Employed","39296.35","4","3844513.66","1546792.21","61","24","0.67",4,"39.34","Repeated Late Payments"
"C008529","Mass Affluent","Khyber Pakhtunkhwa",21,"Salaried","124398.89","2","1926750.66","1546028.46","32","0","0.00",0,"0.00","No Late Payments"
"C005624","Mass Affluent","Sindh",39,"Salaried","81645.72","1","1835486.09","1545960.04","7","0","0.00",0,"0.00","No Late Payments"
"C004828","Mass Market","Punjab",57,"Salaried","49042.14","3","2679164.61","1545262.25","38","10","0.42",2,"26.32","Repeated Late Payments"
"C002928","Mass Market","Sindh",23,"Business Owner","30944.34","2","1703642.29","1544523.28","20","1","0.30",6,"5.00","Occasional Late Payments"
"C008584","Premium","Punjab",31,"Salaried","1422912.83","3","2329025.66","1542137.77","20","10","0.85",2,"50.00","Repeated Late Payments"
"C009782","Mass Affluent","Sindh",28,"Salaried","111111.32","2","1867289.44","1541108.97","43","14","14.30",71,"32.56","High Payment Concern"
"C004308","Premium","Punjab",26,"Retired","74581.21","2","2921501.91","1541063.33","27","8","0.70",6,"29.63","Repeated Late Payments"
"C001568","Mass Affluent","Punjab",32,"Business Owner","230387.44","1","3078890.75","1540064.90","38","2","0.34",7,"5.26","Occasional Late Payments"
"C002095","Mass Market","Balochistan",21,"Business Owner","28262.98","5","4123799.67","1539898.84","104","28","0.44",6,"26.92","Repeated Late Payments"
"C007449","Mass Affluent","Sindh",49,"Salaried","112169.87","1","1857090.97","1537971.81","14","1","0.14",2,"7.14","Occasional Late Payments"
"C002245","Affluent","Punjab",28,"Business Owner","215832.60","2","2678125.43","1537517.38","23","8","0.74",6,"34.78","Repeated Late Payments"
"C006595","Mass Market","Islamabad Capital",30,"Salaried","53384.40","3","1912781.32","1536745.25","29","2","0.34",6,"6.90","Occasional Late Payments"
"C007565","Mass Affluent","Punjab",51,"Salaried","118560.45","1","1633515.68","1535450.23","9","1","0.22",2,"11.11","Occasional Late Payments"
"C006966","Mass Affluent","Sindh",37,"Salaried","90987.26","3","9220416.03","1533880.43","82","20","1.82",54,"24.39","High Payment Concern"
"C007737","Mass Market","Khyber Pakhtunkhwa",48,"Self-Employed","66577.55","3","2430738.06","1532497.53","32","5","0.31",2,"15.63","Repeated Late Payments"
"C006627","Mass Market","Sindh",57,"Salaried","28922.57","2","1796358.08","1530535.85","16","10","1.06",2,"62.50","Repeated Late Payments"
"C006364","Mass Market","Punjab",21,"Salaried","99379.16","2","2471453.16","1529907.70","23","10","16.48",73,"43.48","High Payment Concern"
"C000695","Mass Affluent","Balochistan",48,"Self-Employed","157612.60","3","2350830.01","1526136.27","11","4","0.45",2,"36.36","Repeated Late Payments"
"C009459","Mass Affluent","Sindh",36,"Salaried","83975.22","1","1928285.53","1525849.47","13","1","0.46",6,"7.69","Occasional Late Payments"
"C000514","Mass Market","Punjab",44,"Salaried","56636.56","1","3325459.66","1525807.19","29","1","0.24",7,"3.45","Occasional Late Payments"
"C000712","Mass Market","Sindh",51,"Salaried","86028.41","2","1928831.82","1525764.92","23","0","0.00",0,"0.00","No Late Payments"
"C005557","Affluent","Punjab",37,"Business Owner","330856.50","2","4761507.53","1525641.86","38","9","0.53",6,"23.68","Repeated Late Payments"
"C005659","Mass Affluent","Punjab",21,"Salaried","181937.01","2","1658096.23","1525521.35","13","1","0.54",7,"7.69","Occasional Late Payments"
"C001483","Mass Market","Sindh",59,"Salaried","101286.58","3","2194326.99","1524771.05","62","16","0.60",7,"25.81","Repeated Late Payments"
"C000361","Affluent","Balochistan",30,"Salaried","288686.17","2","1685727.94","1523335.73","5","0","0.00",0,"0.00","No Late Payments"
"C002838","Mass Market","Punjab",33,"Salaried","69526.73","2","1771287.88","1521174.19","11","1","0.55",6,"9.09","Occasional Late Payments"
"C002788","Mass Affluent","Sindh",41,"Salaried","84943.32","2","1652835.64","1520288.84","20","2","0.15",2,"10.00","Occasional Late Payments"
"C008321","Affluent","Punjab",27,"Business Owner","243201.93","1","1678175.61","1519297.13","19","2","0.58",7,"10.53","Occasional Late Payments"
"C007459","Mass Affluent","Punjab",51,"Self-Employed","131472.78","3","5357997.63","1518805.62","53","17","0.49",2,"32.08","Repeated Late Payments"
"C008878","Mass Market","Sindh",21,"Salaried","68263.30","2","1940020.31","1517719.53","31","7","0.55",6,"22.58","Repeated Late Payments"
"C003483","Mass Market","Khyber Pakhtunkhwa",26,"Unemployed","14862.73","1","1623662.90","1517558.82","7","2","1.71",7,"28.57","Occasional Late Payments"
"C006720","Mass Market","Sindh",26,"Business Owner","70405.22","3","7100949.47","1516599.71","53","26","27.32",138,"49.06","High Payment Concern"
"C008098","Mass Affluent","Sindh",44,"Salaried","164462.19","3","3389886.56","1516052.98","76","12","0.43",7,"15.79","Repeated Late Payments"
"C003444","Affluent","Punjab",61,"Salaried","233225.44","1","1697328.17","1515763.87","5","2","1.20",4,"40.00","Occasional Late Payments"
"C009150","Mass Market","Punjab",44,"Self-Employed","55223.43","4","7987214.99","1515445.66","69","28","7.42",73,"40.58","High Payment Concern"
"C008773","Mass Market","Sindh",43,"Retired","73380.99","1","1843084.08","1515034.87","30","2","0.13",3,"6.67","Occasional Late Payments"
"C006366","Mass Market","Punjab",31,"Salaried","70096.87","1","1665138.53","1514981.26","8","0","0.00",0,"0.00","No Late Payments"
"C009781","Affluent","Punjab",47,"Business Owner","169113.85","6","12137650.69","1514267.40","100","47","0.67",2,"47.00","Repeated Late Payments"
"C004838","Mass Market","Punjab",33,"Student","29918.25","3","2872249.62","1510522.08","54","13","16.09",148,"24.07","High Payment Concern"
"C001312","Mass Affluent","Balochistan",61,"Student","35453.43","2","1851450.71","1509839.76","17","4","10.88",74,"23.53","Repeated Late Payments"
"C007166","Mass Affluent","Punjab",61,"Salaried","149324.40","2","1669703.26","1508696.24","2","0","0.00",0,"0.00","No Late Payments"
"C000280","Premium","Khyber Pakhtunkhwa",68,"Student","55652.67","1","1842426.35","1508310.42","24","2","0.38",5,"8.33","Occasional Late Payments"
"C005594","Mass Market","Punjab",31,"Salaried","70791.08","2","2926222.82","1506641.58","28","7","0.71",6,"25.00","Repeated Late Payments"
"C004688","Mass Affluent","Sindh",41,"Salaried","153307.70","4","11141190.33","1506627.31","78","20","0.36",2,"25.64","Repeated Late Payments"
"C007874","Mass Affluent","Punjab",38,"Salaried","129960.85","2","1716858.91","1505043.83","10","0","0.00",0,"0.00","No Late Payments"
"C008851","Mass Market","Punjab",39,"Salaried","84625.72","2","1853850.11","1504486.62","52","3","0.15",6,"5.77","Repeated Late Payments"
"C000714","Mass Market","Balochistan",46,"Business Owner","62467.92","3","2739238.59","1504269.63","45","5","0.36",7,"11.11","Repeated Late Payments"
"C000581","Mass Affluent","Sindh",38,"Salaried","275035.75","2","2222066.59","1503239.28","12","8","61.92",149,"66.67","High Payment Concern"
"C002613","Mass Market","Sindh",21,"Salaried","61923.90","1","2294116.16","1503048.90","18","1","0.28",5,"5.56","Occasional Late Payments"
"C006621","Mass Affluent","Khyber Pakhtunkhwa",37,"Salaried","107714.29","2","2112616.38","1498112.61","13","7","12.31",52,"53.85","High Payment Concern"
"C009442","Mass Market","Islamabad Capital",29,"Salaried","36308.56","2","3801574.06","1497699.64","64","35","15.33",68,"54.69","High Payment Concern"
"C004883","Mass Market","Sindh",29,"Business Owner","97180.01","4","1849534.33","1496859.68","44","7","0.59",7,"15.91","Repeated Late Payments"
"C004801","Mass Market","Sindh",38,"Salaried","56061.48","3","5153947.72","1495240.19","46","14","0.41",2,"30.43","Repeated Late Payments"
"C008937","Mass Market","Punjab",24,"Salaried","60943.72","2","2286286.21","1493106.42","49","5","0.47",6,"10.20","Repeated Late Payments"
"C004431","Mass Market","Punjab",27,"Salaried","48074.04","1","2765328.46","1492774.38","11","1","0.55",6,"9.09","Occasional Late Payments"
"C008477","Affluent","Khyber Pakhtunkhwa",48,"Retired","148018.93","1","4157941.41","1491527.33","26","25","88.42",144,"96.15","High Payment Concern"
"C000666","Mass Affluent","Khyber Pakhtunkhwa",37,"Student","59354.48","2","1917890.57","1490274.74","20","3","0.70",7,"15.00","Repeated Late Payments"
"C006075","Mass Affluent","Khyber Pakhtunkhwa",42,"Student","57634.41","1","2767233.25","1489966.03","11","8","25.27",71,"72.73","High Payment Concern"
"C001656","Mass Affluent","Punjab",45,"Salaried","220886.79","4","4023053.90","1489321.40","70","25","24.26",144,"35.71","High Payment Concern"
"C003342","Mass Market","Khyber Pakhtunkhwa",37,"Salaried","46436.61","3","2347655.10","1489153.01","95","22","19.26",149,"23.16","High Payment Concern"
"C008615","Mass Affluent","Punjab",46,"Retired","85493.01","4","3840314.38","1488481.93","56","21","0.50",2,"37.50","Repeated Late Payments"
"C001064","Mass Market","Sindh",24,"Self-Employed","47117.45","3","5974534.81","1487185.13","39","21","12.03",63,"53.85","High Payment Concern"
"C002399","Mass Market","Punjab",41,"Self-Employed","85780.85","2","1608973.29","1487108.38","18","2","0.39",5,"11.11","Occasional Late Payments"
"C006365","Mass Market","Khyber Pakhtunkhwa",22,"Self-Employed","50216.33","2","2381151.30","1486984.05","49","9","7.24",74,"18.37","High Payment Concern"
"C005656","Mass Affluent","Punjab",31,"Business Owner","98281.33","1","1601696.27","1485294.29","14","1","0.50",7,"7.14","Occasional Late Payments"
"C002561","Mass Market","Sindh",30,"Business Owner","85019.16","2","5145810.27","1484605.14","31","10","0.71",7,"32.26","Repeated Late Payments"
"C009262","Mass Affluent","Punjab",34,"Business Owner","174487.17","2","5900288.93","1482493.09","22","8","0.64",2,"36.36","Repeated Late Payments"
"C009211","Mass Affluent","Islamabad Capital",46,"Salaried","147638.04","1","2495085.80","1480845.29","22","0","0.00",0,"0.00","No Late Payments"
"C008914","Mass Affluent","Punjab",50,"Salaried","151499.03","2","16743249.47","1480257.47","42","10","0.43",2,"23.81","Repeated Late Payments"
"C002008","Affluent","Punjab",45,"Retired","100424.35","2","2250763.50","1478580.45","52","4","0.31",5,"7.69","Repeated Late Payments"
"C009493","Mass Market","Balochistan",61,"Self-Employed","56137.79","1","3807348.28","1477943.37","9","6","17.44",57,"66.67","High Payment Concern"
"C003137","Mass Market","Khyber Pakhtunkhwa",22,"Business Owner","96033.02","2","1621465.48","1477652.94","28","2","0.25",4,"7.14","Occasional Late Payments"
"C000459","Mass Market","Khyber Pakhtunkhwa",53,"Business Owner","135574.83","3","2749092.85","1473753.65","49","17","5.20",129,"34.69","High Payment Concern"
"C000764","Affluent","Punjab",34,"Retired","97061.38","1","2165098.54","1472945.55","37","2","0.22",6,"5.41","Occasional Late Payments"
"C000643","Mass Affluent","Punjab",46,"Self-Employed","77099.19","3","15096927.16","1472689.82","51","10","0.39",7,"19.61","Repeated Late Payments"
"C004947","Mass Market","Sindh",38,"Salaried","84718.74","2","2082285.30","1472603.43","42","1","0.12",5,"2.38","Occasional Late Payments"
"C005477","Mass Market","Punjab",33,"Salaried","48470.23","3","2944502.67","1470129.49","52","3","0.58",17,"5.77","Repeated Late Payments"
"C000644","Premium","Punjab",58,"Self-Employed","615357.75","3","2869234.76","1469854.33","32","10","0.53",4,"31.25","Repeated Late Payments"
"C006802","Mass Market","Sindh",50,"Salaried","55290.16","2","2175769.02","1467568.49","31","9","0.52",4,"29.03","Repeated Late Payments"
"C003872","Mass Market","Punjab",21,"Business Owner","50038.36","2","2936403.27","1465499.00","45","13","0.58",5,"28.89","Repeated Late Payments"
"C006088","Mass Market","Punjab",23,"Salaried","75903.10","2","1905445.07","1464712.82","28","0","0.00",0,"0.00","No Late Payments"
"C005619","Mass Market","Sindh",27,"Business Owner","53709.40","3","3857127.50","1462046.33","38","13","0.53",2,"34.21","Repeated Late Payments"
"C006206","Mass Affluent","Sindh",22,"Salaried","51283.01","2","2042147.74","1461803.73","47","3","0.17",4,"6.38","Repeated Late Payments"
"C005138","Mass Market","Punjab",35,"Business Owner","51731.57","2","2241973.01","1460784.70","25","14","20.84",74,"56.00","High Payment Concern"
"C001759","Mass Market","Balochistan",35,"Salaried","82312.05","6","14906813.22","1460285.49","75","27","0.71",7,"36.00","Repeated Late Payments"
"C001263","Mass Affluent","Punjab",33,"Salaried","98737.28","3","1860780.63","1460136.09","10","1","0.60",6,"10.00","Occasional Late Payments"
"C002601","Mass Affluent","Punjab",48,"Business Owner","264977.23","1","1931311.22","1459729.69","29","2","0.17",4,"6.90","Occasional Late Payments"
"C006915","Mass Affluent","Khyber Pakhtunkhwa",48,"Retired","144212.54","2","2234904.60","1459655.68","39","1","0.18",7,"2.56","Occasional Late Payments"
"C002968","Mass Market","Punjab",30,"Salaried","44011.27","2","2308484.10","1458867.10","14","7","17.93",63,"50.00","High Payment Concern"
"C006829","Mass Affluent","Sindh",21,"Salaried","104887.21","2","8361757.91","1456889.11","44","13","0.55",3,"29.55","Repeated Late Payments"
"C004741","Mass Affluent","Punjab",35,"Self-Employed","106257.52","2","2323735.17","1456229.89","22","1","0.27",6,"4.55","Occasional Late Payments"
"C007738","Mass Affluent","Sindh",50,"Salaried","169345.97","2","2023617.84","1454561.67","25","6","15.48",108,"24.00","High Payment Concern"
"C005111","Mass Market","Punjab",52,"Business Owner","41119.86","1","1571468.18","1453999.47","4","0","0.00",0,"0.00","No Late Payments"
"C000989","Mass Market","Punjab",24,"Self-Employed","85574.41","3","2523090.50","1453599.80","16","7","1.00",7,"43.75","Repeated Late Payments"
"C002596","Mass Affluent","Balochistan",21,"Salaried","72574.29","2","1684518.19","1453595.13","11","0","0.00",0,"0.00","No Late Payments"
"C000281","Mass Affluent","Punjab",35,"Salaried","161635.60","4","2043162.69","1453456.70","66","16","0.59",7,"24.24","Repeated Late Payments"
"C002179","Mass Market","Punjab",24,"Salaried","48925.63","2","2829586.80","1453326.60","24","6","0.46",5,"25.00","Repeated Late Payments"
"C001997","Mass Market","Punjab",33,"Salaried","53125.72","2","2253842.87","1452936.51","71","16","0.44",7,"22.54","Repeated Late Payments"
"C003499","Mass Market","Punjab",55,"Salaried","32984.73","4","3277049.93","1452313.89","65","18","8.25",127,"27.69","High Payment Concern"
"C001668","Affluent","Punjab",46,"Business Owner","404273.00","2","1724184.56","1451084.06","11","1","0.45",5,"9.09","Occasional Late Payments"
"C000782","Mass Affluent","Balochistan",21,"Self-Employed","113988.31","5","2187114.95","1450926.82","65","32","0.72",2,"49.23","Repeated Late Payments"
"C003415","Mass Market","Punjab",43,"Business Owner","50821.50","3","3663362.75","1447851.72","40","22","3.90",73,"55.00","High Payment Concern"
"C005813","Mass Market","Sindh",53,"Self-Employed","66384.05","2","1823026.32","1446699.17","46","3","0.33",7,"6.52","Repeated Late Payments"
"C000638","Affluent","Khyber Pakhtunkhwa",31,"Salaried","144835.94","1","1598127.97","1446367.55","22","0","0.00",0,"0.00","No Late Payments"
"C007233","Affluent","Punjab",30,"Unemployed","11726.04","2","3466412.70","1444872.94","49","23","0.82",2,"46.94","Repeated Late Payments"
"C007273","Mass Market","Punjab",54,"Salaried","45253.87","3","2835418.87","1443618.65","30","13","0.53",2,"43.33","Repeated Late Payments"
"C004857","Mass Affluent","Sindh",37,"Business Owner","79607.67","5","6151024.11","1442142.66","113","36","4.55",74,"31.86","High Payment Concern"
"C002265","Mass Affluent","Sindh",57,"Self-Employed","91227.58","2","1954346.09","1440321.84","28","2","0.14",3,"7.14","Occasional Late Payments"
"C000944","Mass Market","Punjab",30,"Business Owner","50462.98","3","2213462.36","1440248.22","51","11","8.29",68,"21.57","High Payment Concern"
"C002602","Affluent","Sindh",28,"Self-Employed","320744.46","2","1583701.72","1439552.48","30","19","0.83",2,"63.33","Repeated Late Payments"
"C009241","Mass Affluent","Punjab",29,"Salaried","111371.43","1","1518415.74","1438594.60","1","0","0.00",0,"0.00","No Late Payments"
"C002612","Mass Market","Khyber Pakhtunkhwa",53,"Salaried","25875.80","2","2221771.75","1438109.58","22","0","0.00",0,"0.00","No Late Payments"
"C007770","Mass Affluent","Sindh",26,"Salaried","152417.89","1","1902981.21","1438085.64","23","0","0.00",0,"0.00","No Late Payments"
"C007675","Mass Affluent","Sindh",46,"Salaried","213395.09","1","2298775.02","1437785.93","27","0","0.00",0,"0.00","No Late Payments"
"C000352","Mass Market","Punjab",44,"Salaried","74969.40","2","2299630.02","1436336.27","37","1","0.05",2,"2.70","Occasional Late Payments"
"C001065","Mass Market","Punjab",31,"Salaried","68335.80","3","2477980.05","1434441.98","40","16","0.68",3,"40.00","Repeated Late Payments"
"C008971","Mass Market","Khyber Pakhtunkhwa",27,"Business Owner","53931.26","2","4328124.69","1433612.25","46","14","0.74",7,"30.43","Repeated Late Payments"
"C001571","Affluent","Punjab",21,"Self-Employed","264323.67","2","3241793.69","1432447.92","43","12","0.44",2,"27.91","Repeated Late Payments"
"C002469","Mass Market","Sindh",53,"Salaried","38464.46","3","3243914.53","1432264.67","45","13","25.29",145,"28.89","High Payment Concern"
"C002566","Mass Market","Punjab",26,"Salaried","29640.88","1","1557965.97","1430954.08","3","1","1.33",4,"33.33","Occasional Late Payments"
"C002501","Mass Affluent","Punjab",50,"Self-Employed","52396.02","3","3124763.85","1430072.89","21","4","0.29",2,"19.05","Repeated Late Payments"
"C002573","Mass Affluent","Khyber Pakhtunkhwa",36,"Salaried","106263.27","5","2417759.49","1429709.27","88","24","2.75",70,"27.27","High Payment Concern"
"C008521","Mass Market","Sindh",46,"Unemployed","10769.55","2","2621598.81","1429369.07","57","7","0.54",7,"12.28","Repeated Late Payments"
"C001009","Mass Market","Khyber Pakhtunkhwa",30,"Self-Employed","73776.19","1","1565123.13","1428160.71","10","1","0.20",2,"10.00","Occasional Late Payments"
"C007638","Mass Market","Islamabad Capital",60,"Salaried","69883.32","3","5119128.35","1427929.24","35","7","0.31",2,"20.00","Repeated Late Payments"
"C005627","Mass Market","Khyber Pakhtunkhwa",45,"Salaried","68352.61","3","11178865.71","1427859.67","51","30","0.86",2,"58.82","Repeated Late Payments"
"C000951","Mass Market","Sindh",41,"Unemployed","19991.15","3","7144740.81","1427086.08","85","41","17.20",146,"48.24","High Payment Concern"
"C004642","Mass Affluent","Punjab",22,"Student","56116.82","3","2801450.60","1427084.42","62","26","12.11",66,"41.94","High Payment Concern"
"C000070","Mass Market","Sindh",55,"Salaried","66070.45","2","1894045.42","1426933.05","24","1","0.08",2,"4.17","Occasional Late Payments"
"C008036","Mass Market","Khyber Pakhtunkhwa",46,"Salaried","47323.17","2","2374131.47","1424382.64","47","2","0.04",1,"4.26","Occasional Late Payments"
"C003423","Premium","Sindh",40,"Business Owner","584867.05","2","5500000.00","1423231.79","24","6","0.54",5,"25.00","Repeated Late Payments"
"C007205","Mass Market","Sindh",50,"Student","30616.21","2","1617371.60","1422510.41","37","14","15.81",73,"37.84","High Payment Concern"
"C001864","Mass Affluent","Sindh",37,"Salaried","142200.59","1","1537608.71","1421778.08","1","0","0.00",0,"0.00","No Late Payments"
"C006704","Mass Affluent","Punjab",29,"Salaried","140895.38","2","1972858.28","1421599.80","53","3","0.23",6,"5.66","Repeated Late Payments"
"C002465","Affluent","Punjab",38,"Salaried","298573.63","3","2819490.42","1421446.53","48","16","13.08",72,"33.33","High Payment Concern"
"C000724","Mass Market","Islamabad Capital",42,"Salaried","26818.66","1","1580661.42","1419380.86","4","0","0.00",0,"0.00","No Late Payments"
"C005094","Mass Affluent","Punjab",50,"Salaried","130654.03","1","1746298.27","1418781.51","31","0","0.00",0,"0.00","No Late Payments"
"C009134","Mass Affluent","Sindh",34,"Business Owner","125862.40","1","1524207.87","1417320.32","5","1","0.60",3,"20.00","Occasional Late Payments"
"C001866","Mass Affluent","Khyber Pakhtunkhwa",45,"Salaried","110808.34","2","2248883.00","1416746.99","13","0","0.00",0,"0.00","No Late Payments"
"C006294","Mass Affluent","Islamabad Capital",50,"Salaried","166966.29","2","2175909.28","1413774.70","25","1","0.20",5,"4.00","Occasional Late Payments"
"C001994","Mass Market","Punjab",31,"Salaried","77154.12","3","3138218.97","1412261.04","44","7","0.30",5,"15.91","Repeated Late Payments"
"C001958","Mass Market","Punjab",45,"Self-Employed","44294.27","1","1507274.73","1412126.27","11","0","0.00",0,"0.00","No Late Payments"
"C000466","Affluent","Sindh",43,"Business Owner","354422.42","1","2000000.00","1412036.98","24","1","0.21",5,"4.17","Occasional Late Payments"
"C005392","Mass Market","Punjab",38,"Business Owner","58922.18","1","2357056.40","1410160.88","9","0","0.00",0,"0.00","No Late Payments"
"C004442","Mass Affluent","Punjab",38,"Salaried","126328.07","3","3189269.23","1410024.50","62","15","0.39",5,"24.19","Repeated Late Payments"
"C006036","Affluent","Balochistan",35,"Salaried","124300.89","2","1644753.40","1410006.36","28","1","0.07",2,"3.57","Occasional Late Payments"
"C000976","Mass Market","Sindh",54,"Business Owner","34322.41","2","2148011.62","1409706.07","44","13","0.55",6,"29.55","Repeated Late Payments"
"C005620","Mass Market","Punjab",47,"Salaried","23012.86","2","1764467.66","1409597.40","25","1","0.08",2,"4.00","Occasional Late Payments"
"C007098","Mass Affluent","Punjab",30,"Self-Employed","158868.02","3","14093649.71","1409536.60","80","26","0.48",2,"32.50","Repeated Late Payments"
"C004003","Mass Affluent","Khyber Pakhtunkhwa",32,"Salaried","221339.66","2","2871795.88","1409480.68","31","11","0.58",2,"35.48","Repeated Late Payments"
"C003108","Mass Market","Sindh",40,"Salaried","86268.70","2","3258762.45","1408905.01","18","3","0.22",2,"16.67","Repeated Late Payments"
"C008328","Mass Affluent","Sindh",48,"Student","30206.25","1","1711460.48","1408644.19","12","7","29.08",67,"58.33","High Payment Concern"
"C001146","Mass Affluent","Punjab",40,"Salaried","72298.92","2","1943328.15","1408233.05","33","0","0.00",0,"0.00","No Late Payments"
"C005521","Mass Market","Sindh",42,"Salaried","85581.92","2","2469867.70","1407594.01","27","11","0.70",3,"40.74","Repeated Late Payments"
"C007290","Mass Affluent","Punjab",47,"Salaried","116563.81","2","1691390.52","1406753.95","34","9","12.85",73,"26.47","High Payment Concern"
"C008306","Mass Affluent","Punjab",49,"Self-Employed","226953.46","3","8256721.24","1406019.01","41","9","0.46",7,"21.95","Repeated Late Payments"
"C000699","Affluent","Sindh",37,"Retired","34258.14","2","1976326.83","1403803.03","40","6","0.68",7,"15.00","Repeated Late Payments"
"C005944","Mass Affluent","Khyber Pakhtunkhwa",38,"Salaried","176476.07","3","2554513.67","1402864.86","24","10","0.67",2,"41.67","Repeated Late Payments"
"C007469","Mass Affluent","Khyber Pakhtunkhwa",37,"Salaried","122039.20","3","4253854.08","1402374.42","85","42","5.84",73,"49.41","High Payment Concern"
"C004550","Mass Market","Punjab",59,"Retired","105001.19","2","16333390.15","1401805.34","33","21","20.12",143,"63.64","High Payment Concern"
"C003723","Mass Affluent","Khyber Pakhtunkhwa",37,"Salaried","77558.81","2","1567467.46","1400994.70","23","1","0.17",4,"4.35","Occasional Late Payments"
"C002717","Mass Affluent","Sindh",26,"Self-Employed","117601.95","1","1511476.38","1400674.50","19","3","1.11",7,"15.79","Repeated Late Payments"
"C006997","Affluent","Khyber Pakhtunkhwa",23,"Self-Employed","295000.76","1","1638207.81","1400547.47","7","1","0.14",1,"14.29","Occasional Late Payments"
"C008544","Mass Affluent","Islamabad Capital",40,"Retired","58231.12","3","2489956.82","1399307.28","19","4","0.32",2,"21.05","Repeated Late Payments"
"C004560","Mass Market","Sindh",36,"Salaried","60004.88","2","1697307.42","1399166.82","36","4","0.50",7,"11.11","Repeated Late Payments"
"C002112","Mass Market","Sindh",50,"Business Owner","83471.16","2","2012492.47","1397996.39","41","8","7.56",74,"19.51","High Payment Concern"
"C009873","Mass Affluent","Sindh",27,"Self-Employed","164788.24","2","1901418.89","1397570.70","18","9","45.28",138,"50.00","High Payment Concern"
"C003648","Mass Affluent","Punjab",37,"Unemployed","44012.93","3","2023947.57","1394196.74","11","4","0.55",2,"36.36","Repeated Late Payments"
"C001826","Mass Market","Punjab",31,"Salaried","36846.03","2","1848668.17","1394163.95","45","2","0.18",4,"4.44","Occasional Late Payments"
"C008503","Mass Affluent","Punjab",30,"Business Owner","129589.88","3","2226000.79","1393617.84","49","27","10.88",70,"55.10","High Payment Concern"
"C004634","Mass Affluent","Punjab",32,"Student","27711.54","4","2024752.78","1392952.84","118","45","27.26",135,"38.14","High Payment Concern"
"C006661","Mass Market","Punjab",34,"Salaried","48553.92","3","1861905.92","1392898.69","25","1","0.12",3,"4.00","Occasional Late Payments"
"C008546","Mass Affluent","Sindh",39,"Business Owner","177512.98","2","2021559.97","1392729.99","33","2","0.27",6,"6.06","Occasional Late Payments"
"C004360","Mass Market","Khyber Pakhtunkhwa",40,"Salaried","50110.59","6","8171095.11","1391694.81","67","29","3.78",53,"43.28","High Payment Concern"
